sample_id,query_hinglish,report_id,report_text,target_text,dataset_profile
18388848,Does having a regular primary care clinician improve quality of preventive care for young children?,PUBMEDQA_REPORT_18388848,"This study examines whether having a regular clinician for preventive care is associated with quality of care for young children, as measured by interpersonal quality ratings and content of anticipatory guidance. The National Survey of Early Childhood Health (NSECH), a nationally representative parent survey of health care quality for 2068 young US children fielded by the National Center for Health Statistics (NCHS). Bivariate and multivariate analyses evaluate associations between having a regular clinician for well child care and interpersonal quality, the content of anticipatory guidance, and timely access to care. In bivariate analysis, parents of children with a regular clinician for preventive care reported slightly higher interpersonal quality (69 vs. 65 on a 0-100 scale, P = 0.01). Content of anticipatory guidance received was slightly greater for children with a regular clinician (82 vs. 80 on a 0-100 scale, P = 0.03). In bivariate analysis, a regular clinician was associated with interpersonal quality only among African American and Hispanic children. In multivariate analyses, controlling for factors that could independently influence self-reports of experiences with care, interpersonal quality but not anticipatory guidance content was higher for children with a regular clinician. Conclusion: Having a regular primary care clinician is embraced in pediatrics, although team care among physicians is also widely practiced. For young children, having a regular clinician is associated with modest gains in interpersonal quality and no differences in content of anticipatory guidance. The benefit of having a regular clinician may primarily occur in interpersonal quality for subgroups of young children.","Having a regular primary care clinician is embraced in pediatrics, although team care among physicians is also widely practiced. For young children, having a regular clinician is associated with modest gains in interpersonal quality and no differences in content of anticipatory guidance. The benefit of having a regular clinician may primarily occur in interpersonal quality for subgroups of young children. Final decision: yes",pubmedqa
24625433,Are high flow nasal cannulae noisier than bubble CPAP for preterm infants?,PUBMEDQA_REPORT_24625433,"Noise exposure in the neonatal intensive care unit is believed to be a risk factor for hearing loss in preterm neonates. Continuous positive airway pressure (CPAP) devices exceed recommended noise levels. High flow nasal cannulae (HFNC) are an increasingly popular alternative to CPAP for treating preterm infants, but there are no in vivo studies assessing noise production by HFNC. To study whether HFNC are noisier than bubble CPAP (BCPAP) for preterm infants. An observational study of preterm infants receiving HFNC or BCPAP. Noise levels within the external auditory meatus (EAM) were measured using a microphone probe tube connected to a calibrated digital dosimeter. Noise was measured across a range of frequencies and reported as decibels A-weighted (dBA). A total of 21 HFNC and 13 BCPAP noise measurements were performed in 21 infants. HFNC gas flows were 2-5 L/min, and BCPAP gas flows were 6-10 L/min with set pressures of 5-7 cm of water. There was no evidence of a difference in average noise levels measured at the EAM: mean difference (95% CI) of -1.6 (-4.0 to 0.9) dBA for HFNC compared to BCPAP. At low frequency (500 Hz), HFNC was mean (95% CI) 3.0 (0.3 to 5.7) dBA quieter than BCPAP. Noise increased with increasing BCPAP gas flow (p=0.007), but not with increasing set pressure. There was a trend to noise increasing with increasing HFNC gas flows. Conclusion: At the gas flows studied, HFNC are not noisier than BCPAP for preterm infants.","At the gas flows studied, HFNC are not noisier than BCPAP for preterm infants. Final decision: no",pubmedqa
27592038,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,PUBMEDQA_REPORT_27592038,"Tinnitus can be related to many different aetiologies such as hearing loss or a noise trauma, but it can also be related to the somatosensory system of the cervical spine, called cervicogenic somatic tinnitus (CST). Case studies suggest a positive effect of cervical spine treatment on tinnitus complaints in patients with CST, but no experimental studies are available. To investigate the effect of a multimodal cervical physical therapy treatment on tinnitus complaints in patients with CST. Randomized controlled trial. Patients with a combination of severe subjective tinnitus (Tinnitus Functional Index (TFI): 25-90 points) and neck complaints (Neck Bournemouth Questionnaire (NBQ) > 14 points). All patients received cervical physical therapy for 6 weeks (12 sessions). Patients were randomized in an immediate-start therapy group (n = 19) and a 6-week delayed-start therapy group (n = 19). TFI and NBQ-scores were documented at baseline, after the wait-and-see period in the delayed-start group, after treatment and after 6 weeks follow-up. The Global Perceived Effect (GPE) was documented at all measuring moments, except at baseline. In all patients (n = 38) TFI and NBQ-scores decreased significantly after treatment (p = 0.04 and p < 0.001). NBQ-scores remained significantly lower after follow-up (p = 0.001). Immediately after treatment, 53% (n = 38) experienced substantial improvement of tinnitus. This effect was maintained in 24% of patients after follow-up at six weeks. Conclusion: Cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. Larger studies, using more responsive outcome measures, are however necessary to prove this effect.","Cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. Larger studies, using more responsive outcome measures, are however necessary to prove this effect. Final decision: yes",pubmedqa
22453060,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,PUBMEDQA_REPORT_22453060,"Bystander resuscitation plays an important role in lifesaving cardiopulmonary resuscitation (CPR). A significant reduction in the ""no-flow-time"", quantitatively better chest compressions and an improved quality of ventilation can be demonstrated during CPR using supraglottic airway devices (SADs). Previous studies have demonstrated the ability of inexperienced persons to operate SADs after brief instruction. The aim of this pilot study was to determine whether an instruction manual consisting of four diagrams enables laypersons to operate a Laryngeal Mask Supreme® (LMAS) in the manikin. An instruction manual of four illustrations with speech bubbles displaying the correct use of the LMAS was designed. Laypersons were handed a bag containing a LMAS, a bag mask valve device (BMV), a syringe prefilled with air and the instruction sheet, and were asked to perform and ventilate the manikin as displayed. Time to ventilation was recorded and degree of success evaluated. A total of 150 laypersons took part. Overall 145 participants (96.7%) inserted the LMAS in the manikin in the right direction. The device was inserted inverted or twisted in 13 (8.7%) attempts. Eight (5.3%) individuals recognized this and corrected the position. Within the first 2 minutes 119 (79.3%) applicants were able to insert the LMAS and provide tidal volumes greater than 150 ml (estimated dead space). Time to insertion and first ventilation was 83.2 ± 29 s. No significant difference related to previous BLS training (P = 0.85), technical education (P = 0.07) or gender could be demonstrated (P = 0.25). Conclusion: In manikin laypersons could insert LMAS in the correct direction after onsite instruction by a simple manual with a high success rate. This indicates some basic procedural understanding and intellectual transfer in principle. Operating errors (n = 91) were frequently not recognized and corrected (n = 77). Improvements in labeling and the quality of instructional photographs may reduce individual error and may optimize understanding.",In manikin laypersons could insert LMAS in the correct direction after onsite instruction by a simple manual with a high success rate. This indicates some basic procedural understanding and intellectual transfer in principle. Operating errors (n = 91) were frequently not recognized and corrected (n = 77). Improvements in labeling and the quality of instructional photographs may reduce individual error and may optimize understanding. Final decision: yes,pubmedqa
24671913,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,PUBMEDQA_REPORT_24671913,"SYNTAX score (SxS) has been demonstrated to predict long-term outcomes in stable patients with coronary artery disease. But its prognostic value for patients with acute coronary syndrome remains unknown.AIM: To evaluate whether SxS could predict in-hospital outcomes for patients admitted with ST elevation myocardial infarction (STEMI) who undergo primary percutaneous coronary intervention (pPCI). The study included 538 patients with STEMI who underwent pPCI between January 2010 and December 2012. The patients were divided into two groups: low SxS (<22) and high SxS (>22). The SxS of all patients was calculated from aninitial angiogram and TIMI flow grade of infarct related artery was calculated after pPCI. Left ventricular systolic functions of the patients were evaluated with an echocardiogram in the following week. The rates of reinfarction and mortality during hospitalisation were obtained from the medical records of our hospital. The high SxS group had more no-reflow (41% and 25.1%, p<0.001, respectively), lower ejection fraction (38.2 ± 7.5% and 44.6 ± 8.8%, p<0.001, respectively), and greater rates of re-infarction (9.5% and 7.3%, p = 0.037, respectively) and mortality (0.9% and 0.2%, p = 0.021, respectively) during hospitalisation compared to the low SxS group. On multivariate logistic regression analysis including clinical variables, SxS was an independent predictor of no-reflow (OR 1.081, 95% CI 1.032-1.133, p = 0.001). Conclusion: SxS is a useful tool that can predict in-hospital outcomes of patients with STEMI undergoing pPCI.",SxS is a useful tool that can predict in-hospital outcomes of patients with STEMI undergoing pPCI. Final decision: yes,pubmedqa
22237146,Can serum be used for analyzing the EGFR mutation status in patients with advanced non-small cell lung cancer?,PUBMEDQA_REPORT_22237146,"Epidermal growth factor receptor (EGFR) mutations as prognostic or predictive marker in patients with non-small cell lung cancer (NSCLC) have been used widely. However, it may be difficult to get tumor tissue for analyzing the status of EGFR mutation status in large proportion of patients with advanced disease. We obtained pairs of tumor and serum samples from 57 patients with advanced NSCLC, between March 2006 and January 2009. EGFR mutation status from tumor samples was analyzed by genomic polymerase chain reaction and direct sequence and EGFR mutation status from serum samples was determined by the peptide nucleic acid locked nucleic acid polymerase chain reaction clamp. EGFR mutations were detected in the serum samples of 11 patients and in the tumor samples of 12 patients. EGFR mutation status in the serum and tumor samples was consistent in 50 of the 57 pairs (87.7%). There was a high correlation between the mutations detected in serum sample and the mutations detected in the matched tumor sample (correlation index 0.62; P<0.001). Twenty-two of 57 patients (38.5%) received EGFR-tyrosine kinase inhibitors as any line therapy. The response for EGFR-tyrosine kinase inhibitors was significantly associated with EGFR mutations in both tumor samples and serum samples (P<0.05). There was no significant differences in overall survival according to the status of EGFR mutations in both serum and tumor samples (P>0.05). Conclusion: Serum sample might be alternatively used in the difficult time of getting tumor tissue for analyzing the status of EGFR mutation status in patients with advanced NSCLC.",Serum sample might be alternatively used in the difficult time of getting tumor tissue for analyzing the status of EGFR mutation status in patients with advanced NSCLC. Final decision: yes,pubmedqa
24901580,Is scintigraphy a guideline method in determining amputation levels in diabetic foot?,PUBMEDQA_REPORT_24901580,"In this study, we aimed to evaluate the potential use of a 3-phase bone scintigraphy method to determine the level of amputation on treatment cost, morbidity and mortality, reamputation rates, and the duration of hospitalization in diabetic foot. Thirty patients who were admitted to our clinic between September 2008 and July 2009, with diabetic foot were included. All patients were evaluated according to age, gender, diabetes duration, 3-phase bone scintigraphy, Doppler ultrasound, amputation/reamputation levels, and hospitalization periods. Patients underwent 3-phase bone scintigraphy using technetium-99m methylene diphosphonate, and the most distal site of the region displaying perfusion during the perfusion and early blood flow phase was marked as the amputation level. Amputation level was determined by 3-phase bone scintigraphy, Doppler ultrasound, and inspection of the infection-free clear region during surgery. The amputation levels of the patients were as follows: finger in six (20%), ray amputation in five (16.6%), transmetatarsal in one (3.3%), Lisfranc in two (6.6%), Chopart in seven (23.3%), Syme in one (3.3%), below-the-knee in six (20%), above the knee in one (3.3%), knee disarticulation in one (3.3%), and two patients underwent amputation at other centers. After primary amputation, reamputation was performed on seven patients, and one patient was treated with debridement for wound site problems. No mortality was encountered during study. Conclusion: We conclude that 3-phase bone scintigraphy prior to surgery could be a useful method to determine the amputation level in a diabetic foot. We conclude that further, comparative, more comprehensive, long-term, and controlled studies are required.","We conclude that 3-phase bone scintigraphy prior to surgery could be a useful method to determine the amputation level in a diabetic foot. We conclude that further, comparative, more comprehensive, long-term, and controlled studies are required. Final decision: yes",pubmedqa
19444061,Does ossification of the posterior longitudinal ligament affect the neurological outcome after traumatic cervical cord injury?,PUBMEDQA_REPORT_19444061,"Retrospective outcome measurement study. The purpose of this study is to assess whether ossification of the posterior longitudinal ligament (OPLL) affects neurologic outcomes in patients with acute cervical spinal cord injury (SCI). There have so far been few reports examining the relationship between OPLL and SCI and there is controversy regarding the deteriorating effects of OPLL-induced canal stenosis on neurologic outcomes. To obtain a relatively uniform background, patients nonsurgically treated for an acute C3-C4 level SCI without any fractures or dislocations of the spinal column were selected, resulting in 129 patients. There were 110 men and 19 women (mean age was 61.1 years), having various neurologic conditions on admission (American Spinal Injury Association [ASIA] impairment scale A, 43; B, 16; C, 58; D, 12). The follow-up period was the duration of their hospital stay and ranged from 50 to 603 days (mean, 233 days). The presence of OPLL, the cause of injury, the degree of canal stenosis (both static and dynamic), and the neurologic outcomes in motor function, including improvement rate, were assessed. Of the 129 patients investigated in this study, OPLL was identified at the site of the injury in 13 patients (10.1%). In this OPLL+ group, the static and dynamic canal diameters at C3 and C4 were significantly smaller than those of the remaining 116 patients (OPLL- group). However, no significant difference was observed between the 2 groups in terms of ASIA motor score both at the time of administration and discharge, and the mean improvement rate in ASIA motor score was 55.5 +/- 9.0% in OPLL+ group, while it was 43.1 +/- 2.8% in the OPLL-group. Furthermore, no significant correlation was observed between the static/dynamic canal diameters and neurologic outcome in all 129 patients. Conclusion: No evidence was found for OPLL to have any effect on the initial neurologic status or recovery in motor function after traumatic cervical cord injury, suggesting that the neurologic outcome is not significantly dependent on canal space.","No evidence was found for OPLL to have any effect on the initial neurologic status or recovery in motor function after traumatic cervical cord injury, suggesting that the neurologic outcome is not significantly dependent on canal space. Final decision: no",pubmedqa
17598882,Is breast cancer prognosis inherited?,PUBMEDQA_REPORT_17598882,"A genetic component is well established in the etiology of breast cancer. It is not well known, however, whether genetic traits also influence prognostic features of the malignant phenotype. We carried out a population-based cohort study in Sweden based on the nationwide Multi-Generation Register. Among all women with breast cancer diagnosed from 1961 to 2001, 2,787 mother-daughter pairs and 831 sister pairs with breast cancer were identified; we achieved complete follow-up and classified 5-year breast cancer-specific prognosis among proband (mother or oldest sister) into tertiles as poor, intermediary, or good. We used Kaplan-Meier estimates of survival proportions and Cox models to calculate relative risks of dying from breast cancer within 5 years depending on the proband's outcome. The 5-year survival proportion among daughters whose mothers died within 5 years was 87% compared to 91% if the mother was alive (p = 0.03). Among sisters, the corresponding proportions were 70% and 88%, respectively (p = 0.001). After adjustment for potential confounders, daughters and sisters of a proband with poor prognosis had a 60% higher 5-year breast cancer mortality compared to those of a proband with good prognosis (hazard ratio [HR], 1.6; 95% confidence interval [CI], 1.2 to 2.2; p for trend 0.002). This association was slightly stronger among sisters (HR, 1.8; 95% CI, 1.0 to 3.4) than among daughters (HR, 1.6; 95% CI, 1.1 to 2.3). Conclusion: Breast cancer prognosis of a woman predicts the survival in her first-degree relatives with breast cancer. Our novel findings suggest that breast cancer prognosis might be inherited.",Breast cancer prognosis of a woman predicts the survival in her first-degree relatives with breast cancer. Our novel findings suggest that breast cancer prognosis might be inherited. Final decision: yes,pubmedqa
12970636,Does early discharge with nurse home visits affect adequacy of newborn metabolic screening?,PUBMEDQA_REPORT_12970636,"To examine the impact of early discharge on newborn metabolic screening. Metabolic screening results were obtained from the Alabama State Lab for all infants born at our hospital between 8/1/97, and 1/31/99, and were matched with an existing database of early discharge infants. An early newborn discharge was defined as a discharge between 24 and 47 hours of age. Metabolic screening tests included phenylketonuria (PKU), hypothyroidism, and congenital adrenal hyperplasia (CAH). Early discharge and traditional stay infants were compared to determine the percentage of newborns screened and the timing of the first adequate specimen. The state laboratory received specimens from 3860 infants; 1324 were on early discharge newborns and 2536 infants in the traditional stay group. At least one filter paper test (PKU, hypothyroidism, and CAH) was collected on 99.2% of early discharge infants and 96.0% of traditional stay infants (P<.0001). Early discharge infants had a higher rate of initial filter paper specimens being inadequate (22.9%) compared with traditional stay infants (14.3%, P<.0001) but had a higher rate of repeat specimens when the initial specimen was inadequate (85.0% early discharge vs 75.3% traditional stay, P=.002). The early discharge group was more likely to have an adequate specimen within the first 9 days of life (1001, 98.8% early discharge vs 2016, 96.7% traditional stay, P=.0005). Conclusion: In this well established early discharge program with nurse home visits, newborn metabolic screening is not compromised by early discharge.","In this well established early discharge program with nurse home visits, newborn metabolic screening is not compromised by early discharge. Final decision: no",pubmedqa
9446993,Can dentists recognize manipulated digital radiographs?,PUBMEDQA_REPORT_9446993,"To determine the ability of dentists to recognize digitally manipulated radiographs. A poster was presented at the Annual Meeting of the German Society for Periodontology displaying the intra-oral radiographs of 12 different patients. Half of the radiographs were subjected to digital manipulation to add or remove specific features. Dentists were asked to identify these radiographs by means of a questionnaire. Thirty-nine dentists submitted usable questionnaires. Statistical evaluation revealed a distribution of hits similar to the random distribution. None of the dentists detected all the six manipulated radiographs; three dentists had five correct, but there were five with only one. An authentic radiograph scored highest as a manipulation. Conclusion: Image manipulations which alter the diagnostic content of a radiograph are unlikely to be detected by dentists. Digital radiography requires additional measures for data protection.",Image manipulations which alter the diagnostic content of a radiograph are unlikely to be detected by dentists. Digital radiography requires additional measures for data protection. Final decision: no,pubmedqa
15112004,Are WHO/UNAIDS/UNICEF-recommended replacement milks for infants of HIV-infected mothers appropriate in the South African context?,PUBMEDQA_REPORT_15112004,"Little is known about the nutritional adequacy and feasibility of breastmilk replacement options recommended by WHO/UNAIDS/UNICEF. The study aim was to explore suitability of the 2001 feeding recommendations for infants of HIV-infected mothers for a rural region in KwaZulu Natal, South Africa specifically with respect to adequacy of micronutrients and essential fatty acids, cost, and preparation times of replacement milks. Nutritional adequacy, cost, and preparation time of home-prepared replacement milks containing powdered full cream milk (PM) and fresh full cream milk (FM) and different micronutrient supplements (2 g UNICEF micronutrient sachet, government supplement routinely available in district public health clinics, and best available liquid paediatric supplement found in local pharmacies) were compared. Costs of locally available ingredients for replacement milk were used to calculate monthly costs for infants aged one, three, and six months. Total monthly costs of ingredients of commercial and home-prepared replacement milks were compared with each other and the average monthly income of domestic or shop workers. Time needed to prepare one feed of replacement milk was simulated. When mixed with water, sugar, and each micronutrient supplement, PM and FM provided<50% of estimated required amounts for vitamins E and C, folic acid, iodine, and selenium and<75% for zinc and pantothenic acid. PM and FM made with UNICEF micronutrient sachets provided 30% adequate intake for niacin. FM prepared with any micronutrient supplement provided no more than 32% vitamin D. All PMs provided more than adequate amounts of vitamin D. Compared with the commercial formula, PM and FM provided 8-60% of vitamins A, E, and C, folic acid, manganese, zinc, and iodine. Preparations of PM and FM provided 11% minimum recommended linoleic acid and 67% minimum recommended alpha-linolenic acid per 450 ml mixture. It took 21-25 minutes to optimally prepare 120 ml of replacement feed from PM or commercial infant formula and 30-35 minutes for the fresh milk preparation. PM or FM cost approximately 20% of monthly income averaged over the first six months of life; commercial formula cost approximately 32%. Conclusion: No home-prepared replacement milks in South Africa meet all estimated micronutrient and essential fatty acid requirements of infants aged<6 months. Commercial infant formula is the only replacement milk that meets all nutritional needs. Revisions of WHO/UNAIDS/UNICEF HIV and infant feeding course replacement milk options are needed. If replacement milks are to provide total nutrition, preparations should include vegetable oils, such as soybean oil, as a source of linoleic and alpha-linolenic acids, and additional vitamins and minerals.","No home-prepared replacement milks in South Africa meet all estimated micronutrient and essential fatty acid requirements of infants aged<6 months. Commercial infant formula is the only replacement milk that meets all nutritional needs. Revisions of WHO/UNAIDS/UNICEF HIV and infant feeding course replacement milk options are needed. If replacement milks are to provide total nutrition, preparations should include vegetable oils, such as soybean oil, as a source of linoleic and alpha-linolenic acids, and additional vitamins and minerals. Final decision: no",pubmedqa
21873082,Is the h-index predictive of greater NIH funding success among academic radiologists?,PUBMEDQA_REPORT_21873082,"Despite rapid adoption of the Hirsch index (h-index) as a measure of academic success, the correlations between the h-index and other metrics of productivity remain poorly understood. The aims of this study were to determine whether h-indices were associated with greater National Institutes of Health (NIH) funding success among academic radiologists. Using the Scopus database, h-indices were calculated for a random sample of academic radiologists with the rank of professor. Using the NIH tool Research Portfolio Online Reporting Tools Expenditures and Reports, we determined the number, classification, and total years of NIH grant funding as principal investigator for each radiologist. Differences in h-index, sorted by funding status, were determined using Wilcoxon's tests. Associations between h-index and funding status were determined using logistic regression. Significant correlations between h-index and grant metrics were determined using Spearman's ρ. Among 210 professors of radiology, 48 (23%) secured at least one NIH grant. The mean h-index was significantly higher among individuals who secured at least one NIH grant (19.1) compared to those who did not (10.4) (P<.0001). Professors with h-indices<10 compared to those with h-indices>10 were significantly less likely to receive NIH funding (odds ratio, 0.07; P = .0321). However, h-indices>10 were not significantly predictive of greater funding. No significant relationships were observed between h-index and the number of grant awards, years of prior funding, the amounts of grant awards, or grant classification. Conclusion: Having obtained at least one NIH grant was associated with a higher h-index, yet multiple or large grants, such as those for program projects, were not predictive of higher h-indices.","Having obtained at least one NIH grant was associated with a higher h-index, yet multiple or large grants, such as those for program projects, were not predictive of higher h-indices. Final decision: yes",pubmedqa
19913785,Is it necessary to insert a nasobiliary drainage tube routinely after endoscopic clearance of the common bile duct in patients with choledocholithiasis-induced cholangitis?,PUBMEDQA_REPORT_19913785,"Little is known about whether a routinely inserted endoscopic nasobiliary drainage (ENBD) tube improves the clinical course in patients with choledocholithiasis-induced acute cholangitis after clearance of choledocholithiasis. The aim of this study was to investigate the need for ENBD on the clinical outcomes of patients with acute cholangitis undergoing endoscopic clearance of common bile duct (CBD) stones. Prospective, randomized study. Tertiary referral center. A total of 104 patients with choledocholithiasis-induced acute cholangitis who underwent primary endoscopic treatment were compared according to insertion of an ENBD tube (51 in the ENBD group and 53 in the no-ENBD group). Insertion of an ENBD tube after clearance of CBD stones. Recurrence of cholangitis and length of hospital stay after clearance of CBD stones. Baseline clinical characteristics were similar between both groups. There were no significant differences in the recurrence rate of cholangitis at 24 weeks (3.9% for the ENBD group vs 3.8% for the no-ENBD group at 24 weeks; P = .99) and length of hospital stay (7.9 days [standard error = 1.2] for the ENBD group vs 7.9 days [standard error = 0.7]for the no-ENBD group; P = .98). However, procedure time was longer (26.2 [SE = 1.8] minutes vs 22.7 [SE = 1.0]minutes, respectively; P = .01) and the discomfort score was higher (4.9 [SE = 0.4] vs 2.8 [SE = 0.3], respectively; P = .02) in the ENBD group than in the no-ENBD group. Single-center study. Conclusion: A routinely inserted ENBD tube did not improve the clinical course, despite patients having to endure increased procedure time and discomfort, and the insertion would therefore be unnecessary.","A routinely inserted ENBD tube did not improve the clinical course, despite patients having to endure increased procedure time and discomfort, and the insertion would therefore be unnecessary. Final decision: no",pubmedqa
15050326,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,PUBMEDQA_REPORT_15050326,"To determine whether the risk of secondary breast cancer after radiotherapy (RT) for Hodgkin's disease is greater among women who underwent RT around time of pregnancy. The records of 382 women treated with RT for Hodgkin's disease were reviewed and divided into those who received RT around the time of pregnancy and those who were not pregnant. Comparisons of the overall incidence, actuarial rates, and latency to breast cancer between the two groups were made. Multivariate Cox regression modeling was performed to determine possible contributing factors. Of the 382 women, 14 developed breast cancer (3.7%). The increase in the overall incidence (16.0% vs. 2.3%, p = 0.0001) and the actuarial rate of breast cancer among the women in the pregnant group (p = 0.011) was statistically significant. The women treated around the time of pregnancy had a 10- and 15-year actuarial rate of breast cancer of 6.7% and 32.6%, respectively. The 10-year and 15-year actuarial rate for the nonpregnant women was 0.4% and 1.7%, respectively. The median latency from RT to the diagnosis of breast cancer was 13.1 and 18.9 years for women in the pregnant and nonpregnant groups, respectively. In the multivariate analysis, pregnancy around the time of RT was the only variable associated with an increased risk of breast cancer. The risk was dependent on the length of time from pregnancy to RT, with women receiving RT during pregnancy and within 1 month of pregnancy having an increased risk of breast cancer compared with nonpregnant women and women irradiated later than 1 month after pregnancy (hazard ratio, 22.49; 95% confidence interval, 5.56-90.88; p<0.001). Conclusion: The results of this study indicate that the risk of breast cancer after RT is greater with irradiation around the time of pregnancy. This suggests that pregnancy is a time of increased sensitivity of breast tissue to the carcinogenic effects of radiation. Because of the small sample size and limited follow-up, additional studies are recommended to confirm these findings.","The results of this study indicate that the risk of breast cancer after RT is greater with irradiation around the time of pregnancy. This suggests that pregnancy is a time of increased sensitivity of breast tissue to the carcinogenic effects of radiation. Because of the small sample size and limited follow-up, additional studies are recommended to confirm these findings. Final decision: yes",pubmedqa
26104852,Can echocardiography and ECG discriminate hereditary transthyretin V30M amyloidosis from hypertrophic cardiomyopathy?,PUBMEDQA_REPORT_26104852,"Hereditary transthyretin (ATTR) amyloidosis with increased left ventricular wall thickness could easily be misdiagnosed by echocardiography as hypertrophic cardiomyopathy (HCM). Our aim was to create a diagnostic tool based on echocardiography and ECG that could optimise identification of ATTR amyloidosis. Data were analysed from 33 patients with biopsy proven ATTR amyloidosis and 30 patients with diagnosed HCM. Conventional features from ECG were acquired as well as two dimensional and Doppler echocardiography, speckle tracking derived strain and tissue characterisation analysis. Classification trees were used to select the most important variables for differentiation between ATTR amyloidosis and HCM. The best classification was obtained using both ECG and echocardiographic features, where a QRS voltage>30 mm was diagnostic for HCM, whereas in patients with QRS voltage<30 mm, an interventricular septal/posterior wall thickness ratio (IVSt/PWt)>1.6 was consistent with HCM and a ratio<1.6 supported the diagnosis of ATTR amyloidosis. This classification presented both high sensitivity (0.939) and specificity (0.833). Conclusion: Our study proposes an easily interpretable classification method for the differentiation between HCM and increased left ventricular myocardial thickness due to ATTR amyloidosis. Our combined echocardiographic and ECG model could increase the ability to identify ATTR cardiac amyloidosis in clinical practice.",Our study proposes an easily interpretable classification method for the differentiation between HCM and increased left ventricular myocardial thickness due to ATTR amyloidosis. Our combined echocardiographic and ECG model could increase the ability to identify ATTR cardiac amyloidosis in clinical practice. Final decision: yes,pubmedqa
24669960,Does the sex of acute stroke patients influence the effectiveness of rt-PA?,PUBMEDQA_REPORT_24669960,"Women have been reported to show more frequent recanalization and better recovery after intravenous (IV) recombinant tissue plasminogen activator (rt-PA) treatment for acute stroke compared with men. To investigate this we studied a series of stroke patients receiving IV rt-PA and undergoing acute transcranial doppler (TCD) examination. Acute stroke patients received IV rt-PA and had acute TCD examination within 4 hours of symptom onset at 4 major stroke centers. TCD findings were interpreted using the Thrombolysis in Brain Ischemia (TIBI) flow grading system. The recanalization rates, and poor 3-month outcomes (modified Rankin scale>2) of men and women were compared using the chi-square test. Multiple regression analysis was used to assess sex as a predictor of recanalization and poor 3-month outcome after controlling for age, baseline NIH Stroke Scale (NIHSS), time to treatment, hypertension, and blood glucose. 369 patients had TCD examinations before or during IV rt-PA treatment. The 199 (53.9%) men and 170 (46.1%) women had mean ages of 67 ± 13 and 70 ± 14 years, respectively. The sexes did not differ significantly in baseline stroke severity, time to TCD examination, or time to thrombolysis. Of the men, 68 (34.2%) had complete recanalization, 58 (29.1%) had partial recanalization, and 73 (36.6%) had no recanalization. Of the women, 53 (31.2%) had complete recanalization, 46 (27%) had partial recanalization, and 71 (41.8%) had no recanalization (p = 0.6). Multiple regression analyses showed no difference between the sexes in recanalization rate, time to recanalization, or clinical outcome at 3 months. Conclusion: In our study; sex is not a significant predictor of recanalization rate, time to recanalization or 3-month outcome in stroke patients following IV rt-PA.","In our study; sex is not a significant predictor of recanalization rate, time to recanalization or 3-month outcome in stroke patients following IV rt-PA. Final decision: no",pubmedqa
27040842,Does septoplasty change the dimensions of compensatory hypertrophy of the middle turbinate?,PUBMEDQA_REPORT_27040842,"To measure the dimensions of compensatory hypertrophy of the middle turbinate in patients with nasal septal deviation, before and after septoplasty. The mucosal and bony structures of the middle turbinate and the angle of the septum were measured using radiological analysis before septoplasty and at least one year after septoplasty. All pre- and post-operative measurements of the middle turbinate were compared using the paired sample t-test and Wilcoxon rank sum test. The dimensions of bony and mucosal components of the middle turbinate on concave and convex sides of the septum were not significantly changed by septoplasty. There was a significant negative correlation after septoplasty between the angle of the septum and the middle turbinate total area on the deviated side (p = 0.033). Conclusion: The present study findings suggest that compensatory hypertrophy of the middle turbinate is not affected by septoplasty, even after one year.","The present study findings suggest that compensatory hypertrophy of the middle turbinate is not affected by septoplasty, even after one year. Final decision: no",pubmedqa
