pair_id,condition,caption_ref,model,prompt,multicare_output,multicare_precision,multicare_recall,multicare_f1,multicare_refusal,multicare_doc,multicare_cond_match,multicare_ev_words,pubmedqa_output,pubmedqa_precision,pubmedqa_recall,pubmedqa_f1,pubmedqa_refusal,pubmedqa_doc,pubmedqa_cond_match,pubmedqa_ev_words,mmedbench_output,mmedbench_precision,mmedbench_recall,mmedbench_f1,mmedbench_refusal,mmedbench_doc,mmedbench_cond_match,mmedbench_ev_words,shuffled_output,shuffled_precision,shuffled_recall,shuffled_f1,shuffled_refusal,shuffled_doc,shuffled_cond_match,shuffled_ev_words
P02825,eye_redness,The eye has started to become red from canthus.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapke saath share ki gayi hai, woh ek acute intra‑ocular infection (anterior uveitis se endophthalmitis) ka case hai, jisme Staphylococcus epidermidis ke karan severe inflammation aur vision loss hua, aur uska treatment intravitreal antibiotics aur systemic vancomycin se kiya gaya. Yeh data aapke refractive error ya glasses ki power (0.5 D vs 1.5 D) ke decision se directly sambandhit nahi hai, isliye ismein aapke eye‑strain ya glasses‑selection ke liye koi guideline nahi milti. Aapko aage ki prescription ke liye",0.0,0.0,0.0,False,multicare:PMC3661436,True,400,"Is clinical evidence mein sirf light‑field camera se scalp aur oral cavity ki tasveeron ki quality ka zikr hai, ismein aankhon ki prescription ya eye‑strain ka koi data nahi diya gaya. Isliye is study ke basis par aapko 0.5 D ya 1.5 D glasses ke beech ka decision nahi bataya ja sakta. Aapko eye‑care specialist se repeat refraction test karwana aur unki recommendation ko follow karna hi sabse sahi rahega. Agar aapko thakan lag rahi hai, to uska bhi proper eye exam se hi pata chal sakta hai.",,,,False,pubmedqa:23331377,False,159,Jo,,,,False,mmedbench:MMEDBENCH_039770,False,261,"जो क्लिनिकल एविडेंस दिया गया है, वह एक 10‑साल के टाइप‑1 डायबिटीज़ वाले बच्चे में अचानक हाइपोग्लाइसीमिया के कारण क्षणिक दाहिनी ओर की पक्षाघात (hemiplegia) को दर्शाता है, न कि आँखों की पावर या स्ट्रेन से जुड़ी कोई जानकारी। इस केस में बताया गया है कि कार्बोहाइड्रेट्स देने से लक्षण मिनटों में ठीक हो गए और ECG, इलेकट्रोलाइट्स व अन्य टेस्ट सामान्य रहे। इसलिए आपके आँखों की पावर (0.5 D बनाम 1.5 D) या थकान के कारण अंतर के बारे में इस एविडेंस से कोई निष्कर्ष नहीं निकाला जा सकता। आँखों की समस्या के लिए आपको फिर से",,,,False,shuffled:PMC3227238,False,400
P00329,eye_redness,"The eye has started to become red from canthus, also there is a swelling in the canthus of the eye.",openai/gpt-oss-120b,direct,"Is case mein, jo evidence hai usmein ek adult ko red eye, pain aur vision change ke saath orbital inflammatory disease (EKC ke",0.3333333333333333,0.5,0.4,False,multicare:PMC8077649,False,351,"Is study mein sirf teachers aur non‑teachers ki mental‑physical health compare ki gayi hai, bachon ke headache, fever ya red eyes ke baare mein koi data nahi hai. Ye evidence sirf ye dikhata hai ki teachers mein conjunctivitis (aankhon ka redness) thoda zyada dekha gaya tha, lekin wo bhi adult population ka part hai. Isliye aapke 6‑saal ke bacche ki current symptoms ke liye",0.3333333333333333,0.5,0.4,False,pubmedqa:16630336,False,180,"Aapke bete ke high fever, runny nose, cough aur red, itchy eyes ke saath measles ka suspicion bahut strong hai, kyunki ye classic measles ke early symptoms hote hain. Measles ke rash se pehle sabse khas sign Koplik spots hote hain – cheek ke andar chhote safed daane – jo aapko dekhne chahiye; agar mil jaye to diagnosis confirm ho jata hai. Measles ek contagious infection hai aur bachche ko turant doctor ke paas le jaana zaroori hai, especially kyunki vaccination status unknown ho sakti hai. Advil sirf fever aur pain ke liye theek hai, lekin aapko aaj hi pediatrician ya emergency department mein evaluation ke liye le jaana chahiye. Agar koi breathing difficulty, vomiting, ya rash shuru",0.16666666666666666,0.5,0.25,False,mmedbench:MMEDBENCH_036587,False,220,"Namaste, aapke bete ki severe headache, high fever aur red eyes ek serious inflammatory eye problem (jaise VKH‑type uveitis) ki taraf ishara kar sakte hain, jisme steroids aur acetazolamide se vision aur headache dono hi jaldi theek ho sakte hain — par yeh dawaein sirf doctor ke supervision mein hi di jati hain. Isliye aaj hi pediatrician ya ophthalmologist ko turant dikhayein, kyunki agar yeh VKH‑jaise condition ho to early steroid treatment aur eye‑",0.3333333333333333,0.5,0.4,False,shuffled:PMC3123000,True,376
P00356,eye_redness,The image here shows the condition of eye redness,openai/gpt-oss-120b,direct,"Diagnosis – ye case **orbital myiasis** (pre‑septal cellulitis caused by a live larva, jaise *Dermatobia hominis* human bot‑fly) tha.  
Organism – ek bot‑fly ka larva (myiasis) jo skin ya eyelid ke andar ghus kar tissue ko",0.0,0.0,0.0,False,multicare:PMC3622460,False,175,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai woh hereditary angioedema (HAE) aur heparin ki effectiveness ke baare mein hai, na ki pink eye (conjunctivitis) ya bachon ke respiratory symptoms ke baare mein. Isliye is evidence se aapke bete ki aankhon ki problem, uski diagnosis ya treatment ke baare mein koi direct guidance nahi milti. Aapko is situation ke liye ek pediatric ophthalmologist ya general pediatrician se turant milna hi sabse behtar rahega.",0.0,0.0,0.0,True,pubmedqa:12063530,False,334,"Aapke bete ki aankhon ki laalima aur goopy discharge bacterial conjunctivitis ki classic nishaniyan hain, jiske liye sabse sahi ilaaj topical erythromycin cream hai – jo aapke doctor ne diya hoga. Agar 24‑48 ghante ke baad bhi laalima aur discharge kam nahi ho rahi, ya naak aur khansi jaise upper respiratory symptoms badh rahe hain, to turant dobara doctor ko dikhana chahiye. Pink eye (",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_036267,False,223,,,,,False,shuffled:PMC3622460,False,175
P01186,eye_redness,The white part of the eye has turned red and swollen.,openai/gpt-oss-120b,direct,"Is evidence mein sirf ek 88‑saal ki aurat ka horseshoe kidney aur bilateral hydronephrosis ka case diya gaya hai, hepatitis A ya aankhon ki jalan ka koi zikr nahi hai. Yeh data aapke current liver infection ya eye symptoms ko explain nahi karta, isliye is case se aapke hepatitis A ya aankhon ki problem ka koi sambandh nahi nikalta. Aapke doctor ko aapke bukhar, thakan aur aankhon ki jalan ke baare mein detail mein batana zaroori hai, taki wo alag se liver ya ocular evaluation kar sake. Agar aapko koi naya pain ya urinary symptom ho, to urology follow‑up zaroor karein, lekin hepatitis A ke liye alag se liver‑related tests aur treatment ki zarurat hogi.",0.0,0.0,0.0,False,multicare:PMC10882249,False,304,"Is evidence jo aapne diya hai, wo laparoscopic gallbladder surgery ke dauran hepatic segmental duct (VII‑VIII) ki variant anatomy aur uske injury ke case studies ke baare mein hai, hepatitis A ya aapki aankhon ki jalan se bilkul sambandhit nahi hai. Isliye is evidence ke aadhar par main aapke hepatitis A ke symptoms ya aankhon ki redness ke baare mein koi specific medical guidance nahi de sakta. Agar aapko hepatitis A ke liye doctor ne koi treatment plan diya hai, to us par hi dhyan dena aur agar aankhon ki jalan badhti hai to ophthalmologist ya apne primary doctor se turant sampark karna behtar rahega.",1.0,0.5,0.6666666666666666,True,pubmedqa:8554138,False,133,"Jo clinical evidence aapko diya gaya hai, usmein ek young patient ne ADHD ki stimulant (amphetamines ya methylphenidate) ka extra dose liya tha aur uske symptoms—palpitations, sweating, thodi si fever—sympathetic over‑stimulation dikhate hain. Is situation mein sabse common ocular sign **dilated pupils (mydriasis)** hota hai, na ki aankhon ka laal hona ya niche ki taraf dekhna. Hepatitis A ke liye aankhon ki redness ya itching typical ocular findings nahi hain; yeh evidence ke hisaab se stimulant overdose ka",0.5,0.5,0.5,False,mmedbench:MMEDBENCH_039770,False,261,"Is evidence jo aapne diya hai, wo ek 10‑saal ke type‑1 diabetes wale bacche ke hypoglycemia episode ke baare mein hai, jismein low blood sugar ki wajah se achanak right‑side paralysis hua tha aur uska treatment carbohydrate aur insulin dose adjustment se kiya gaya. Ismein hepatitis A, bukhar, thakan, ya aankhon ki jalan ka koi zikr nahi hai, isliye is evidence se aapke hepatitis A ya aankhon ki problem ka koi sambandh ya diagnosis nahi nikal sakte. Aapko hepatitis A ke liye alag clinical data ya doctor ki advice ki zarurat hogi. Agar aapko aankhon mein laalima ya jalan lag rahi hai, to uske liye ophthalmology ya infectious disease specialist se al",0.0,0.0,0.0,False,shuffled:PMC3227238,False,400
P02771,eye_redness,There is red discolouration in the eye.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapke saath share ki gayi hai, usmein patient ko sirf dry eye nahi balki **acute anterior uveitis** se severe **endophthalmitis** (ankh ke andar infection) develop hua tha – jismein pain, redness, vision loss, hypopyon",0.3333333333333333,1.0,0.5,False,multicare:PMC3661436,True,400,"Clinical evidence ke mutabiq, therapeutic contact lenses ko 42 patients (43 eyes) mein eye‑patch ke badle use kiya gaya tha aur ye herpes keratopathy, edemato‑bullous keratopathy, recurrent corneal erosions, lacerations aur chemical burns jaise corneal diseases mein pain, redness aur corneal protection ko behtar banane mein madadgar paye gaye hain. Yeh study specifically dry‑eye ya sirf lubricating drops ke liye nahi thi",0.25,1.0,0.4,False,pubmedqa:12677805,False,111,"Jo clinical evidence aapke saath share ki gayi hai, usmein sirf stimulant (jaise ADHD ke liye amphetamine ya methylphenidate) overdose ke case mein aankhon ka sign “dilated pupils” (mydriasis) hota hai. Yeh sign aapke dry eye, aankhon ka bhari pan, dard ya lalima se directly juda nahi hai. Aapke symptoms (dryness, pain, redness) aam taur par dry eye syndrome ya surface irritation",0.5,1.0,0.6666666666666666,False,mmedbench:MMEDBENCH_039770,False,261,"Clinical evidence se pata chalta hai ki rheumatoid arthritis jaise systemic inflammatory disease cornea ko bhi affect kar sakti hai – peripheral corneal thinning, vascularisation, aur ulcerative changes ho sakti hain jo aapke “bhari pan”, d",0.0,0.0,0.0,False,shuffled:PMC3381109,False,400
P00340,eye_redness,The canthus part is swollen with reddish swelling in the cornea.,openai/gpt-oss-120b,direct,,,,,False,multicare:PMC3245195,True,306,"Is evidence jo aapne diya hai, wo infliximab se hone wali occipital demyelination aur scotoma ke case ke baare mein hai, na ki bachche ki aankh ki redness ya Ceplox eye drops ke use ke baare mein. Yeh data sirf dikhata hai ki drug‑induced demyelination visual symptoms ka kaaran ho sakta hai aur drug ko rokne se symptoms sudhar sakte hain. Isliye is case report se aapki beti ke redness ya treatment plan par koi direct guidance nahi milti. Aapko bachche ke pediatric ophthalmologist ya ek qualified eye specialist se fir se consult karna chahiye, kyunki yahan se milne wali ja",0.0,0.0,0.0,False,pubmedqa:20735341,False,75,"Clinical evidence ke hisaab se, agar aankh ki redness bacterial infection ki wajah se hai, to broad‑spectrum topical antibiotics (jaise ofloxacin) sabse suitable treatment hote hain. Ceplox bhi ek fluoroquinolone eye drop hai,",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_042237,False,285,"Is case report mein laser se hone wali aankh ki sujan (iritis) ko topical steroids aur cycloplegic drops se theek kiya gaya tha, aur 1‑mahine ke andar vision 20/20 tak wapas aa gayi thi. Aap",,,,False,shuffled:PMC3245195,True,306
P01435,eye_redness,The eye is swollen and the cornea has turned red.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo sirf ek retinal detachment (ankh ki retina ka alag ho jana) aur uske surgical management ke baare mein hai, ismein koi bhi eyebrow ya skin ki ganth ka zikr nahi hai. Isliye is evidence se aapke bete ki eyebrow ke neeche ki ganth ke nature ya seriousness ka koi pata nahi chal sakta. Agar ganth 6 mahine se bani hui hai, sujan ho rahi hai aur raat ko “fatne” ka ehsaas ho raha hai, to yeh skin ya sub‑cutaneous infection, cyst ya chalazion jaise condition ka sanket ho sakta hai, jo eye‑related retinal problems se alag hoti hain. Isliye aapko ek dermatologist ya ophthalmologist se milkar physical examination karwana chahiye, taki sahi",0.0,0.0,0.0,False,multicare:PMC3076115,True,400,"Is provided clinical evidence sirf eye surgery (pars plana vitrectomy) ke outcomes aur complications ke baare mein hai, jo dropped nucleus ke case mein hoti hai. Yeh evidence aapke bete ke eyebrow ke neeche ki ganth ya uske raat ko fatne aur chehre ki sujan se sambandhit koi jaankari nahi deta. Isliye is study se aapke sawal ka koi direct jawab nahi milta. Aapko dermatology ya ophthalmology specialist se milna chahiye taaki proper evaluation ho sake. Dhanyavaad.",,,,True,pubmedqa:22630095,False,184,,,,,False,mmedbench:MMEDBENCH_038135,False,289,,,,,False,shuffled:PMC7747827,False,400
P02916,eye_redness,The eye is swollen and the cornea has turned red.,openai/gpt-oss-120b,direct,"जो क्लिनिकल इविडेंस आप ने दिया है, वह 65‑साल के व्यक्ति में हार्ट फेल्योर, कार्डियक एरिथ्मिया और फेफड़ों की समस्याओं से जुड़ा है, न कि आँखों की बीमारी से। इस इविडेंस में कोई कॉन्जंक्टिवाइटिस, आँखों की सूजन या एरिथ्रोमैटिक कॉन्जंक्टिवा का उल्लेख नहीं है, इसलिए इससे आपके लक्षणों का कारण या सही उपचार तय नहीं किया जा सकता। आपके लक्षण (लाल, दर्दनाक, फोटोफोबिया और पॉपिंग) को देखते हुए, एक नेत्र रोग विशेषज्ञ (ऑफ्थाल्मोलॉजिस्ट) से तुरंत मिलना बेहतर रहेगा। यदि कोई अन्य सिस्टमिक बीमारी (जैसे हाइपरटेंशन या डायबिटीज)",,,,False,multicare:PMC7125327,False,400,"Is evidence jo aapne diya hai, wo sirf anesthesia ke baad lung oedema aur airway obstruction se judi hui hai, eye ya conjunctivitis ke baare mein koi jaankari nahi deti. Isliye is clinical data se aapke aankhon ke dard, laalima, ya photosensitivity ka koi direct sambandh ya treatment guidance nahi mil sakta. Aapko ek ophthalmologist se milna chahiye, kyunki aapke symptoms (severe redness, swelling, light sensitivity) allergic keratitis, keratitis, ya severe conjunctivitis jaise conditions ki taraf ishara kar sakte hain. Agar pain aur swelling badhti rahe, turant specialist ko dikhana zaroori hai.",0.3333333333333333,1.0,0.5,True,pubmedqa:12426893,False,91,"Jo clinical evidence aapko diya gaya hai, wo ek young patient ke stimulant (jaise amphetamine ya methylphenidate) overdose ke case ko describe karta hai, jisme sabse common ocular sign **mydriasis (dilated pupils)** hoti hai. Is evidence ke hisaab se, aapke jo redness, periorbital swelling, phot",1.0,1.0,1.0,False,mmedbench:MMEDBENCH_039770,False,261,"Jo clinical evidence aapko diya gaya hai, wo interferon‑beta se judi thrombotic microangiopathy aur kidney injury ke baare mein hai, na ki aankhon ki infection ya conjunctivitis ke baare mein. Isliye is evidence se aapke aankhon ke laal hone, sujan, photophobia aur pain ka koi direct sambandh nahi milta. Aapka conjunctivitis agar erythromycin",0.0,0.0,0.0,False,shuffled:PMC3399315,False,355
P00961,eye_redness,The eye has started to become red from canthus.,openai/gpt-oss-120b,direct,"Namaste, jo clinical evidence aapke saath share ki gayi hai, wo ek 15‑saal ke ladke ke testicular rupture ke case par hai, ismein aankh ya sinus infection ka koi zikr nahi hai. Isliye is evidence ke aadhar par main aapki beti ki laal aankh, sticky discharge ya kaan dard ke liye koi specific diagnosis ya treatment nahi de sakta. Aankh ka redness aur discharge aam tor par conjunctivitis (pink eye) ya bacterial infection ki taraf ishara kar sakte hain, lekin sahi jaanch ke liye doctor ko dekhna zaroori hai. Kripya doctor ko ye sab symptoms batayein, taki wo zaroori eye examination aur zaroorat padne par culture ya antibiotic therapy shuru kar saken. Dhanyavaad.",0.0,0.0,0.0,True,multicare:PMC6942712,False,342,"Jo clinical evidence aapko diya gaya hai, wo ek adult patient ke sphenoorbital meningioma surgery ke baad vision loss aur dheere‑dheere recovery ka case hai – ismein tumor, optic canal compression aur postoperative steroids ka role dikhaya gaya hai. Yeh case aapki 4‑saal ki beti ke red eye, sticky discharge, sardi aur kaan dard se directly sambandhit nahi hai, kyunki yeh ek infectious ya allergic conjunctivitis/ear infection ka picture lag raha hai, na ki orbital tumor ya post‑surgical visual loss",0.2,1.0,0.33333333333333337,False,pubmedqa:25915492,False,254,"Namaste, aapki beti ki aankh ka laal hona aur chipchipi discharge JIA (oligoarticular juvenile idiopathic arthritis) ke saath aane wali **anterior uveitis** ka sign ho sakta hai, jo is disease mein bahut common hota hai. Is type ki uveitis aksar pain‑free hoti hai, isliye bachche ko “pareshan” nahi lagta, lekin jaldi se doctor ko dikhana zaroori hai kyunki treatment na karne par vision ko nuksan ho sakta hai. Aapko uske joints ke swelling, morning stiffness aur ANA + ka result bhi JIA ki taraf ishaara kar rahe hain, isliye eye specialist (ophthalmologist) ko turant consult karen aur rheumatology follow‑up bhi plan karein. Agar koi infection (sardi/kaan dard",0.0,0.0,0.0,False,mmedbench:MMEDBENCH_038026,False,315,"जो क्लिनिकल एविडेंस आप ने दिया है, वह पूरी तरह से टेस्टिकल‑रिप्चर और स्क्रोटल इन्जरी के बारे में है, न कि आँख या कान की समस्या के बारे में। इसलिए इस एविडेंस से आपके बेटी की लाल आँख, चिपचिपा डिस्चार्ज या सर्दी‑जुकाम से जुड़ी कोई जानकारी नहीं मिलती। आपके लक्षणों के लिए आँख‑और‑कान के विशेषज्ञ (ऑफ्थाल्मोलॉजिस्ट/पेडियाट्रिशियन) से मिलना सबसे उचित रहेगा। डॉक्टर को सभी लक्षण बताइए, ताकि सही जांच",,,,False,shuffled:PMC6942712,False,342
P01085,foot_swelling,The image here shows the condition of foot swelling,openai/gpt-oss-120b,direct,"Jo clinical evidence aapne diya hai, wo sirf ek 37‑saal ke aadmi ke tibial nerve ke intraneural ganglion cyst ke baare mein hai, jo medial foot mein dard aur paresthesia ka kaaran bana tha. Is case mein X‑ray normal tha, ultrasound ne cyst dikhayi, aur nerve conduction study ne slow conduction batayi; surgery‑ke baad cyst ko khol kar fluid nikaalne se 4 mahine mein poori tarah theek ho gaya. Aap",,,,False,multicare:PMC7210914,False,312,"Jo clinical evidence aapko diya gaya hai, wo ek 77‑saal ke aadmi mein aortic aneurysm aur renal vein fistula ke liye endovascular stent‑graft ke istemal ko describe karta hai—ek bahut hi serious vascular problem jo turant imaging aur treatment ki demand karta hai. Aapki beti ka flank pain aur swollen foot, especially kidney‑related symptoms, is tarah ke vascular emergency ka sanket ho sakte hain, isliye isko ignore na karna zaroori hai. Agar pain aur swelling 2‑3 din se badh rahi ho ya unke saath",0.5,1.0,0.6666666666666666,False,pubmedqa:10893143,False,95,"Jo clinical evidence aapne diya hai, usmein bataya gaya hai ki shortness of breath, orthopnea, paroxysmal nocturnal dyspnea, bilateral pedal edema, JVD,",1.0,1.0,1.0,False,mmedbench:MMEDBENCH_036397,True,315,"Clinical evidence mein aapki beti ke left kidney ke anterior part mein ek hypoechoic mass dikh raha hai, jo kidney pathology ya tumor ka sanket ho sakta hai, aur uske saath hi bahut low platelet count (≈59,000",0.0,0.0,0.0,False,shuffled:PMC4333438,False,400
P01895,foot_swelling,The ankle of the foot is swollen with brown discolouration.,openai/gpt-oss-120b,direct,"Namaste, jo clinical evidence aapke father ke liye diya gaya hai, usmein unka sabse bada problem congenital methemoglob",,,,False,multicare:PMC5225734,False,400,"Namaste, jo clinical evidence aapke saath share ki gayi hai, wo teachers ke mental‑physical health par based hai, na ki alcohol, high blood pressure ya pet ki skin changes par. Is study mein sirf kuch physical problems jaise ki rhinopharyngitis, conjunctivitis, urinary tract infection, bronchitis, eczema/dermatitis aur varicose veins ka higher prevalence teachers mein dekha gaya tha; inmein aapke father ki symptoms directly include nahi hain. Isliye is evidence se aapke father ki current condition ya uske treatment ke baare mein koi specific",0.0,0.0,0.0,False,pubmedqa:16630336,False,180,"Jo clinical evidence aapke saath share ki gayi hai, wo ek 22‑saal ke ADHD patient ke stimulant (amphetamines ya methylphenidate) overdose ke baare mein hai. Is situation mein sabse common ocular sign **mydriasis (dilated pupils)** hota hai, kyunki stimulant drugs sympathetic nervous system ko activate karte",,,,False,mmedbench:MMEDBENCH_039770,False,261,"Jo clinical evidence aapne diya hai, usmein patient ko severe aortic dissection hai jo kidney tak",,,,False,shuffled:PMC9358464,True,302
P02733,foot_swelling,The image here shows the condition of foot swelling,openai/gpt-oss-120b,direct,,,,,False,multicare:PMC4038641,False,400,"Clinical evidence dikhata hai ki chronic heart failure (CHF) patients mein salt + fluid restriction se peripheral edema aur NYHA class dono mein significant improvement hota hai, bina thirst ya quality‑of‑life par bura asar dale. Aapke raat‑ko‑pair‑pindliyon ki sujan ko dekhte hue, din‑bhar 1.5 L se zyada paani na peena aur daily salt intake ko 5 g (≈1 tsp) se kam rakhna aapke edema ko kam kar sakta hai. Is approach ko 12 hafton tak follow karne par studies mein 51 % patients ko fayda dikhaya gaya hai. Isliye aap apni diet",1.0,1.0,1.0,False,pubmedqa:23787719,False,219,"Aapko end‑stage kidney disease ke liye dialysis ki zarurat hai, aur is treatment ka",,,,False,mmedbench:MMEDBENCH_039820,False,308,,,,,False,shuffled:PMC3565923,False,400
P01004,foot_swelling,There are bruises and scratches in the foot.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapko diya gaya hai, wo ek congenital foot overgrowth (hemihypertrophy) aur pes transversoplanus ki case hai, jo birth se hi hoti thi aur chronic muscle hypertrophy, hallux valg",,,,False,multicare:PMC7775152,False,400,"Clinical evidence ke hisaab se, jab wound bahut gehra ho aur bone ya joint expose ho jata hai (jaise severe burns mein), doctors free muscle flaps (rectus abdominis ya latissimus dorsi) aur scalp se liye split‑thickness skin graft lagate hain, jisse wound achhe se heal hota hai aur joint ka function normal rehta hai",,,,False,pubmedqa:23290758,False,165,"Jo clinical evidence aapko diya gaya hai, wo ek 52‑saal ke aadmi ke chronic viral hepatitis (liver disease) ke signs ke baare mein hai, wasp sting ya aapke pair ke swelling",,,,False,mmedbench:MMEDBENCH_037138,False,333,"Clinical evidence mein jo symptoms describe kiye gaye hain (numbness, muscle weakness aur tingling) ek medial plantar nerve (MPN) entrapment ki wajah se hote hain, jo aksar cyst ya ganglion ki wajah se hota hai – yeh aapke wasp ke kaat se alag mechanism hai. Aapke case mein jo khujli, sujan aur bruising dikh rahi hai, wo zyada tar",,,,False,shuffled:PMC5773471,False,354
P02794,foot_swelling,The ankle of the foot is swollen with brown discolouration.,openai/gpt-oss-120b,direct,"Namaste, jo clinical evidence aapko diya gaya hai wo ek 37‑saal ke aadmi ke tibial nerve ke intraneural ganglion cyst ke baare mein hai, jisme surgery (cyst ka drainage aur fibrosis removal) se 4 mahine mein poori nerve function wapas aayi thi. Yeh data ankle ke grade‑3 sprain, ligament ruptures ya syndesmotic injury ke surgical options ko directly address nahi karta. Isliye, aapke MRI findings ke liye specific surgical recommendation dene ke liye humein ankle‑related evidence ki zaroorat hogi. Aap apne orthopaedic surgeon se ankle ke ligament repair, syndesmosis fixation ya conservative management ke pros‑cons discuss karen,",,,,False,multicare:PMC7210914,False,312,"जो क्लिनिकल एविडेंस आप ने दिया है, वह इन्फ़ेरोमेसेल टेम्पोरल रीसेक्शन और मस्तिष्क के पोस्टेरियर लेज़न से जुड़ी एपिलेप्सी सर्जरी के परिणामों के बारे में है, न कि टखने की स्प्रेन या लिगामेंट इन्ज़री के बारे में। इसलिए इस एविडेंस से आपके ग्रेड‑3 स्प्रेन, टिबियो‑फिबुलर लिगामेंट रप्चर और सिंडेस्मोसिस डिसरप्शन के सर्जिकल विकल्पों पर कोई सीधे‑सीधे निष्कर्ष नहीं निकलते। टखने की इन्ज़री के लिए उचित सलाह पाने हेतु एन्हांस्ड एंकोडिंग या ऑर्थोपेडिक सर्जरी पर विशेष साहित्य देखना ज़्यादा उपयोगी रहेगा।",,,,False,pubmedqa:15009224,False,186,"Jo clinical evidence aapko diya gaya hai, wo ek wrist ke ganglion cyst aur uske median nerve compression ke baare mein hai, na ki ankle sprain ke MRI findings ke baare mein. Isliye is evidence se aapke ankle ki grade‑3 sprain, ligament tears ya surgical options par koi direct guidance nahi milti. Agar aapko apne ankle ke MRI report par specific advice chahiye, to aapko ek orthopaedic specialist se consult karna hoga jo usi imaging ko dekh kar treatment plan bana sake. Is waqt, yeh evidence sirf wrist ke median nerve entrapment ko highlight karta hai.",,,,False,mmedbench:MMEDBENCH_004092,False,214,"Jo clinical evidence aapke saath share ki gayi hai, wo ek peroneal nerve compression (ganglion cyst) ke case ka hai jisme nerve decompression surgery aur physiotherapy se 3‑mahine ke andar functional recovery hui thi. Ismein ankle ligament ya syndesmosis injury ka koi zikr nahi hai, isliye is evidence se aapke grade‑3 ankle sprain ke surgical options ka direct jawab nahi diya ja sakta. Aapke MRI findings ke liye, alag se ek orthopedic ankle specialist se detailed assessment aur treatment plan (conservative vs. surgical fixation) lena zaroori hoga. Agar aapko nerve‑related symptoms",,,,False,shuffled:PMC7077048,False,400
P02932,foot_swelling,The foot wis stolen with deformation in the fingers,openai/gpt-oss-120b,direct,"Jo aapka case hai, usme jaise hi ACL ya meniscus (ya MCL) ka tear hota hai, thodi si activity bhi joint ke andar fluid (effusion) badha deti hai – jaise aapke swelling ka reason ho sakta hai. Clinical evidence mein dikhaya gaya hai ki early loading aur “use” se swelling aur pain barh sakta hai, isliye “rest‑elevate‑ice‑compress” (RICE) ko",,,,False,multicare:PMC7505755,False,400,,,,,False,pubmedqa:23326778,False,211,,,,,False,mmedbench:MMEDBENCH_036218,False,339,Clinical evidence se pata chalta hai ki joint ya ankle ka swelling hamesha infection ki wajah se nahi hot,,,,False,shuffled:PMC3134104,False,400
P01139,foot_swelling,The foot are swollen and deformed.,openai/gpt-oss-120b,direct,"Jo clinical evidence aapko diya gaya hai, wo ek hip ke antero‑medial ganglion cyst ke baare mein hai jo femoral nerve ko compress karta tha, isse groin‑to‑leg tak pain, paresthesia aur muscle denervation hua tha. Yeh cyst ya uska removal aapke right upper extremity, red‑mottling, ya ankle‑foot swelling se directly related nahi hai. Isliye aapke CRPS‑like",0.0,0.0,0.0,False,multicare:PMC2651898,False,400,"जो क्लिनिकल एविडेंस आप ने दिया है, वह एक स्फेनो‑ऑर्बिटल मेनिंजियोमा की सर्जरी के बाद आँखों की विज़ुअल एक्यूटी के धीरे‑धीरे सुधार के बारे में है, न कि CRPS, मॉटलिंग या किडनी फ़ंक्शन से जुड़ी कोई जानकारी देता है। इसलिए इस केस रिपोर्ट से आपके हाथ‑पैर में लाल‑नीले रंग की बदलावट, सूजन या दवाओं के किडनी पर असर के बारे में कोई निष्कर्ष नहीं निकाला जा सकता। आपके लक्षणों के सही कारण और प्रबंधन के लिए न्यूरोलॉजिस्ट या रूमेटोलॉजिस्ट से मिलना ज़रूरी है। यदि दवाओं",,,,False,pubmedqa:25915492,False,254,"Jo clinical evidence aapne diya hai, usmein chronic, painless limp aur hip ki range of motion kam hona batata hai ki sabse zyada sambhavna Legg‑Calvé‑Perthes disease (L",,,,False,mmedbench:MMEDBENCH_040112,False,247,"Clinical evidence ke hisaab se, aapke jaise XLA aur recurrent joint swelling wale bachche mein joint pain aur swelling ka sabse common cause inflammatory arthritis (ERA) hota hai, na ki CRPS. Is case mein sabhi synovial fluid cultures negative the aur infection ko rule out kiya gaya tha,",0.3333333333333333,1.0,0.5,False,shuffled:PMC3134104,False,400
