pair_id,condition,similarity_score,match_quality,hinglish_query,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P02454,skin_rash,0.3663,medium,"Mere haath, baazu, gardan par khujli hai, aur kam se kam mere pairon par hai. Ye khujli subahon mein kaafi kam ho jaati hai aur dheere dheere badh jaati hai, shaam tak bahut hi kharab ho jati hai. Kya","Aapki khujli ki samasya cortisol levels se sambandhit ho sakti hai, lekin yeh kehne ke liye aur bhi tests aur evaluation ki zarurat hai. Aapki sukhi twacha aur bachpan mein eczema ka hona bhi ismein ek role play kar sakta hai. Aapke sar dard ki samasya bhi iske sath judi hui lagti hai, shaayad stress ya anya karan ismein shaamil ho sakte hain. Aapko doctor se milna chahiye taaki woh aapki poori tarah se jaanch kar sakein aur sahi ilaaj sujha sakein.","Aapke symptoms ko dekhkar, mujhe lagta hai ki yeh khujli aur sukhi twacha cortisol levels se directly sambandhit nahi hai, kyunki clinical evidence mein aapke cortisol levels ke baare mein koi jankari nahi di gayi hai. Aapke pichle medical history mein eczema tha, lekin wo resolve ho gaya tha, aur abhi aapko chronic sar dard hai, lekin iske aur aapke current symptoms ke beech koi direct connection nahi hai. Mujhe lagta hai ki aapko apne doctor se milna chahiye aur apne symptoms ke baare mein unse discuss karna chahiye, taaki unki sahi wajah pata chal sake.",1.0,1.0,0.0,0.0,0.0,0.0
P02194,skin_rash,0.5054,high,"Mere husband, beta aur mein sab bimaari se theek ho rahe hain jismein fever, cough, aches aur nasal congestion shaamil the. Mere husband aur beta ko kisi bhi treatment ke bina theek ho gaya hai lekin ","Aapke symptoms sunne mein lagta hai ki aapko koi viral infection tha, jismein fever, cough, aches aur nasal congestion the. Ab aapke haathon, kandhon aur kaano ke aas paas rash ho gaya hai, ye ek viral rash ho sakta hai, jo ki kai viral infections ke baad dikhai deta hai. Ye rash usually apne aap thik ho jata hai, lekin agar ye jaldi thik nahi hota hai ya aur bhi symptoms badh jaate hain, to doctor se consult karna zaroori hai. Aapko apne doctor se milna chahiye taaki ve aapki jaanch kar sakein aur agar zarurat ho to treatment bhi de saken.","Main aapki image ko dekh nahin sakta, lekin aapke symptoms ke baare mein batana chahta hoon ki clinical evidence mein aapke husband aur beta ke symptoms ka zikr nahin hai. Is evidence mein sirf 17 saal ke ladke ke abdominal pain aur bloody stools ke baare mein bataya gaya hai. Main is baat ka confirmation nahin kar sakta ki aapka rash usual viral 'bug' ke saath common hai ya nahin, kyunki is evidence mein aapke symptoms ka zikr nahin hai.",0.6,0.6666666666666666,0.4,0.3333333333333333,0.06666666666666665,0.06666666666666671
P00130,skin_rash,0.4889,medium,"Mera pota 2 aur adhe saal ka hai, usne achanak apne skin ko khujlane shuru kar diya hai aur sone ke samay uncomfortable ho raha hai. Meri desh mein 4 baje hai. Jab maine check kiya to uske thighs, but","Aapke pota ke symptoms dekhte hue, lagta hai ki usko koi skin allergy ya infection ho sakta hai, jisse rashes aur khujli ho rahi hai. Aapne Tandigyl syrup diya hai, lekin main yeh salah deta hoon ki aap apne pota ko ek pediatrician ke paas le jayein, taaki unki proper check-up ho sake. Pediatrician aapke pota ki skin ko check karke, uske symptoms ko dekhte hue, koi specific treatment suggest kar sakte hain. Aapko apne pota ko thoda araam karne dena chahiye aur uske skin ko thoda thanda rakhein, taaki usko relief mil sake.","Aapke bete ke symptoms, jaise ki khujla aur rashes, is clinical evidence mein nahi bataye gaye hain. Is evidence mein sirf ek 46 saal ki Chinese mahila ki case study hai, jismein uske left waist par blisters the. Hum is case se aapke bete ke symptoms ka sambandh nahi jod sakte. Aapko apne bete ko ek dermatologist ke paas le jana chahiye, jo uske symptoms ka proper diagnosis aur treatment kar sake.",0.0,0.0,1.0,1.0,0.0,0.0
P01850,skin_rash,0.4021,medium," Hi, mujhe haal hi mein kuch hafton se aankhon ke aas-pass ki twacha mein problem hai. Twacha ka rang gehra ho gaya hai, twacha bahut sookhi/itchy aur flakey hai subah mein. Mujhe penis par bhi ek laa","Aapki problem sunke lagta hai ki aapko ek skin condition ho sakta hai, jaise ki eczema ya dermatitis. Aankhon ke aas-pass ki twacha mein dryness aur itchiness aam symptoms hain, aur penis par laal daane bhi isi tarah ki condition ka lakshan ho sakta hai. Dono problems ek hi wajah se ho sakti hai, jaise ki allergy ya skin sensitivity. Main aapko salah deta hoon ki aap apne GP se phir se consult karein aur unse poochhein ki kya unhe lagta hai ki dono problems related hain ya nahi.","Main aapki twacha aur penis ke issues ke baare mein kuch nahi keh sakta kyunki clinical evidence mein iske baare mein koi jankari nahi hai. Clinical evidence sirf aapke abdominal pain, bloody stools, aur sigmoid polyp ke baare mein batata hai. Mujhe lagta hai ki aapko apne local GP se phir se consult karna chahiye ya kisi dermatologist se milna chahiye jo aapki twacha aur penis ke issues ko dekh sake.",0.0,1.0,1.0,0.0,1.0,1.0
P00141,skin_rash,0.4814,medium,"Hi, mere 8 saal ke bete ke haatho (including palms) aur paao (including bottom) par kuch samasya hai. Usko last Friday ko kuch spots the, lekin aaj unki sankhya bahut zyada hai. Usko gale mein swallow","Aapke bete ke symptoms dekhte hue, yeh ek viral infection ho sakta hai, jaise ki hand, foot, and mouth disease. Ismein gale mein dard aur nak ke niche gland swollen hona bhi common hai. Flu jaisa mahsus hona bhi ismein shamil ho sakta hai. Aapko chinta honi chahiye, lekin turant doctor se consult karna zaroori hai, taaki sahi diagnosis aur treatment ho sake.","Aapke bete ke symptoms, jaise ki dizziness, jaundice, aur ecchymoses/petechiae, yeh sab ek bade bimari ka sanket ho sakte hain. Unke pichle 2 mahine ke fatigue aur nausea ke baare mein bhi pata chala hai. Lekin aapke bete ke symptoms ko dekhkar, toh yeh lagta hai ki yeh koi coagulopathy ki samasya ho sakti hai, jaise ki acquired TTP. Aapko chinta honi chahiye aur turant doctor se sampark karna chahiye.",0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666
P01965,skin_rash,0.533,high,"Mujhe esr 16 hai, wbc 14300 hai jisme lymphocytes aur neutrophils kam hai, 86.7. Mujhe kamzor, sunn padna, joint pain, neck pain, meri skin mein kuch issue hai, meri sgot, sgpt slightly high hai. Main","Aapke symptoms bahut saare hain, jaise ki kamzor mehsoos karna, sunn padna, joint pain, neck pain, aur skin issues. Aapke blood test ke results se pata chalta hai ki aapke WBC mein lymphocytes aur neutrophils kam hain, jo ki kisi infection ya autoimmune disorder ka sanket ho sakta hai. Scleroderma ka sandeh hona bhi ek possibility hai, kyunki aapke skin mein issues hain aur aap steroids le rahe hain. Aapko apne doctor se baat karni chahiye ki aapke symptoms aur test results ko lekar kya karna chahiye.","Aapke symptoms aur test results ko dekhkar, mujhe lagta hai ki aapko bhi shayad sarcoidosis ho sakta hai, kyunki aapke WBC aur lymphocytes ki count kam hai, jo ki clinical evidence mein bhi dekha gaya tha. Lekin, main yeh confirm nahi kar sakta ki aapko sachmuch sarcoidosis hai ya nahi, kyunki clinical evidence mein aapke specific test results nahi diye gaye hain. Aapke dermatologist ka scleroderma ka sandeh bhi ho sakta hai, lekin mujhe iske liye aur information chahiye. Aapko apne doctor se poora checkup karwana chahiye.",0.5,0.25,0.5,0.0,-0.25,0.5
P01170,skin_rash,0.5434,high,"Hello doctor, ek relative ko pitting pedal o with itching aur inflamation ka samasya hai aur sight bhi bahut bura hai. Kripya doctor, dekhiye is vartaman condition ko. Wo liver chirrosis aur kuchh ais","Chalo, aapke relative ki samasya ko dekhte hain. Pitting pedal edema, itching, aur inflammation liver ki kharabi ke lakshan ho sakte hain, aur agar liver cirrhosis aur ascites hai to ye bahut serious ho sakta hai. Dawaon se kuchh had tak control ho sakta hai, lekin liver transplant ki zarurat bhi ho sakti hai, yeh doctor ki salah se hi pata chalega. Unhe jaldi se doctor ki salah leni chahiye, taaki unki condition ko theek se evaluate kiya ja sake.","Main aapke relative ki condition ko dekhkar keh sakta hoon ki clinical evidence mein aisa koi case nahi hai jo aapke relative ki condition se match karta ho. Clinical evidence sirf ek 74-year-old patient ke baare mein baat karta hai jo ESRD se pareshan tha aur jiske paas PD catheter site infection thi. Ismein liver cirrhosis ya ascites ka koi zikr nahi hai. Isliye, main yeh confirm nahi kar sakta ki aapke relative ko sirf dawaon se stable ho sakta hai ya use liver transplant karwana hoga. Aapko apne relative ko ek doctor ke paas le jana chahiye jo unki condition ko dekhkar sahi diagnosis aur treatment de sakta hai.",1.0,0.0,0.0,1.0,-1.0,-1.0
P00852,skin_rash,0.4676,medium,"Hi, mujhe haal hi mein meri vulvar skin par ek infection ho gaya hai. Kripya doctor, dekhiye is vartaman condition ko. Maine ek gynae ki paas jaake checkup karwaya aur usne kaha ki ye sirf ek skin dis","Aapki samasya sunke lagta hai ki aapko vulvar skin infection ho gaya hai. Aapne jo bataya ki aapne apne partner ke saath physical contact kiya tha, lekin sexual intercourse nahi hua tha, toh isse ye infection ho sakta hai agar aapke partner ke paas koi infection tha. Aapke masturbation karne se bhi skin par irritation ho sakti hai, lekin ye infection ke liye direct cause nahi hai. Aapko apne doctor se poora sach batana chahiye taaki ve aapki samasya ko theek se samajh sakein aur sahi treatment de sakein.","Meri patient, aapki symptoms ko dekhkar, mujhe lagta hai ki aapki skin lesions ka koi direct connection aapke sexual activities se nahi hai. Clinical evidence mein koi bhi information nahi hai jo yeh suggest kare ki aapki skin disease ka koi link hai aapke sexual activities se. Aapke symptoms ko dekhkar, yeh lagta hai ki aapki skin lesions ek skin disease ki wajah se ho sakte hain, jaise ki polyarteritis nodosa (PAN) ya panniculitis, lekin hum iska confirmation nahi kar sakte kyunki aapki specific condition ka koi data nahi hai. Aapko apne doctor se poora checkup karwana chahiye aur unse apni concerns discuss karni chahiye.",1.0,1.0,0.0,0.0,0.0,0.0
P02013,skin_rash,0.4352,medium," Hi Dr. Samuel, Mera naam Jamkt hai aur mujhe ye dakarb hai, ye meri haathon par shuru hui thi, ye scabies ki tarah itchy nahi hai, lekin mujhe aisa lagta hai ki meri skin se chote chote ande nikal ra","Jamkt ji, aapke symptoms sunke lagta hai ki aapko koi skin infection ho sakta hai. Aapne jo bataya ki aapko skin se chote chote ande nikalne jaise lagta hai, ye ek parasitic infection ka lakshan ho sakta hai, lekin scabies ki tarah itchy nahi hai to ye thoda confusing hai. Aapne antibiotic ointment aur namak se dhone ki koshish ki hai, lekin ye badhta ja raha hai, to shayad aapko doctor se milna chahiye taaki unke paas aapki proper checkup ho sake. Aapki image dekhne ke baad hi kuchh aur bata sakte hain, lekin pehle aap doctor se milo.","Jamkt, aapki samasya ka description sunke lagta hai ki aapko kuch nodules ya abscesses ho sakte hain, lekin main confirm nahi kar sakta ki ye scabies hai ya nahi. Clinical evidence ke hisab se, hyaluronic acid filler ke baad Mycobacterium abscessus infection ho sakta hai, jiske symptoms aapke match karte hain. Lekin aapke haathon par shuru hone ki baat aur ande nikalne ki feeling ko main clinical evidence se relate nahi kar sakta. Aapko doctor ke paas jaana chahiye aur proper diagnosis karana chahiye.",1.0,1.0,0.0,0.0,0.0,0.0
P02114,skin_rash,0.5024,high,Mere skin ke alag-alag hisson mein ek rash hai aur maine alag-alag treatments try kiye hai lekin abhi tak koi theek nahi hua hai. Mujhe isse last June se hai. Kya aap please help kar sakte hain. Mujhe,"Aapko skin rash hai, aur aapne bahut saare treatments try kiye hai, lekin abhi tak koi fayda nahi hua hai. Aapne steroids, creams, itching pills, aur biopsy bhi karwayi hai, lekin abhi tak koi sahi jawaab nahi mila hai. Mujhe lagta hai ki aapko ek dermatologist se milna chahiye, jo aapki skin ki problem ko achhe se samajh sake aur aapko sahi treatment de sake. Aapko apni diet, lifestyle, aur environment ko bhi check karna chahiye, kyunki kabhi-kabhi ye bhi skin rash ka kaaran ban sakte hain. Aapko sabr karna chahiye, hum milke aapki problem ko solve karne ki koshish karenge.","Aapke skin problem ke baare mein sunke dukh hua. Aapne steroids, creams, itching pills try kiye hain, lekin koi fayda nahi hua. Ek patient ko psoriasis thi aur unhone bhi methylprednisolone injection liya tha, jiske baad unka condition aur bhi bigad gaya tha. Unhe Ayurvedic treatment diya gaya tha, jisme Rasmanikya, Arogyavardhini Vati, Kaishora Guggulu, Khadirarista, Panchatikta Ghrita, aur Jatyadi Taila shaamil the. Unhe 3 mahine mein complete remission mil gayi thi. Lekin aapke case ko dekhne ke liye aur information chahiye, toh aapko doctor se milna chahiye.",0.5,1.0,0.5,0.0,0.5,0.5
P02452,skin_rash,0.4822,medium,Hi Dr. Hope aap achhe honge. Kal maine apne face ke chote se hisse par raw garlic lagaya (apne acne par) aur maine ise 15 minutes tak rehne diya. Kuch ghanto baad mujhe dard mehsoos hua aur mere skin ,"Namaste, aapko kaisa mehsoos ho raha hai? Raw garlic ka skin par lagana kabhi kabhi irritation aur rash ka kaaran ban sakta hai, lekin yeh zyada tar permanent nahi hota. Aapko thoda patience rakhna hoga, aur dheere dheere yeh laalapan chala jayega. Aap thoda aaram karein, aur agar dard bahut zyada ho toh aap thoda cold compress bhi try kar sakte hain.","Main aapko bata sakta hoon ki aapke patient ke case mein, herpes zoster ki diagnosis hui thi, lekin aapke current query ke baare mein kuchh bhi clinical evidence mein nahin hai. Hum is baat ko confirm nahin kar sakte ki aapke skin par raw garlic lagane se jo rash hua hai, vah hamesha ke liye rahega ya dheere dheere chala jayega. Aapko yeh bata sakta hoon ki patient ko herpes zoster ki diagnosis hui thi, lekin aapke current query ke liye alag se dermatologist se consult karna chahiye.",1.0,1.0,0.0,0.0,0.0,0.0
P00419,skin_rash,0.5518,high,Mere 3 saal ke bete raat me abhi bhi diapers pehenta hai. Achanak se uske haath ke upar ki skin aur pair ki jhuri ke beech ek laal group of bumps aa gaya hai aur wo unhe scratching kar raha hai. Kya y,"Aapke bete ke haath aur pair ke beech laal bumps aa gaye hain, yeh diaper rash ho sakta hai, lekin scratching ke karan infection bhi ho sakta hai. Agar yeh bumps badh rahe hain ya bahut jaldi scratch ho rahe hain, to yeh koi serious samasya bhi ho sakti hai. Aapko apne bete ko ek pediatrician ke paas le jana chahiye, woh iske bare mein achhe se jaankari de sakte hain. Woh possibly kuch cream ya ointment prescribe kar sakte hain, ya phir kuch aur test karne ke liye kah sakte hain.","Aapke bete ke symptoms ko dekhkar, hum yeh confirm nahi kar sakte ki yeh diaper rash hai ya kuch serious hai, kyunki clinical evidence mein aapke bete ke bare mein koi information nahi hai. Lekin, hum yeh keh sakte hain ki patient jiske bare mein clinical evidence hai, usmein bhi skin lesions aur swelling ki problem thi, lekin uska cause amoxicillin consumption aur ayurvedic medication tha. Aapke bete ke liye, hum recommend karte hain ki aap doctor se consult karein taaki unke symptoms ka sahi diagnosis ho sake.",0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667
P02375,skin_rash,0.3854,medium," Hello... Last weekend humne sweet corn pick kiya tha, mere haath aur pairon par khujli si ho gayi hai. Main ne to usse mad ke tarah itch kiya! Kuch jagah par lal aur ubhar si hai, dusre jagah par haa","Aapko khujli aur lal imliyan ho gayi hain, yeh contact dermatitis ya allergic reaction ho sakta hai, jaise ki sweet corn ke karan. Aapne oral antihistamines aur topical cortisol cream liya hai, lekin agar aaram nahi mila toh doctor se milna chahiye, woh aapko proper diagnosis aur treatment de sakte hain. Bugs crawling wala feeling bhi ek common symptom hai, jise formication kehte hain, yeh anxiety ya skin irritation ke karan bhi ho sakta hai. Doctor se milne se pehle aap apni skin ko thanda rakhein aur itching se bachne ki koshish karein.","Main aapki problem samajh raha hoon, lekin mujhe lagta hai ki aapki issue mere paas di gayi clinical evidence se related nahi hai. Aapki khujli aur itching ki problem ke liye main koi specific treatment ya diagnosis nahi de sakta, kyunki mere paas di gayi evidence sirf hyaluronic acid filler injection ke baad Mycobacterium abscessus infection ke case ko cover karti hai. Mujhe lagta hai ki aapko ek dermatologist se consult karna chahiye jo aapki specific problem ko dekhkar sahi diagnosis aur treatment de sakta hai.",0.6666666666666666,1.0,0.3333333333333333,0.0,0.33333333333333337,0.3333333333333333
P02174,skin_rash,0.4236,medium,Hello... Mera naam asha hai.. Mujhe apni skin se ek problem hai. Jab mai suraj ya kisi bhi tarah ki garmi mein rehti hoon (cooking karte samay ya kuch aur aise hi) toh jahaan exposed area hota hai wah,"Asha ji, aapki problem sunke lagta hai ki aapko sunburn ya heat rash ho sakta hai. Jab aap garmi mein rehti hain toh aapki skin par redness aur rash aa jaata hai, aur baad mein itching shuru ho jaati hai. Aapko ek dermatologist se milna chahiye, ve aapki skin ki jaanch karke aapko sahi dawa aur upay bata sakte hain. Aapko apni skin ko dhup se bachana chahiye aur sunscreen ka istemal karna chahiye.","Asha ji, aapki problem ko dekhne ke liye maine clinical evidence padha, lekin aapki problem ke baare mein kuchh specific information nahi mila. Aapki skin ki problem ko lekar main kuchh confirm nahi kar sakta, kyunki clinical evidence mein aapki problem se related koi jankari nahi hai. Main sirf itna keh sakta hoon ki aapko ek dermatologist se consult karna chahiye, jo aapki skin ki problem ko dekhkar sahi diagnosis aur treatment de sakta hai.",0.6666666666666666,0.25,0.3333333333333333,0.0,-0.41666666666666663,0.3333333333333333
P01918,skin_rash,0.4657,medium,"Mere haath par ek bahut choti si slightly raised rash hai jismein black hair-like specs hain. Ye rub off nahi ho rahi hai aur ""tweezed""out nahi ho sakti hai. Almost ingrained in my skin lagti hai. Is ","Aapke haath par jo rash hai, vo poison ivy ka black spot nahi lagta hai, kyunki usmein tar-like appearance hoti hai aur aapne bataya ki itch nahi ho rahi hai. Yeh hibiscus plant se judi fungus-like bumps ho sakti hai, lekin mujhe lagta hai ki yeh koi embedded hair ya ingrown hair ho sakta hai, jo skin mein andar chala gaya hai. Aapko doctor se milna chahiye, taaki ve iski proper diagnosis kar sakein. Ve aapko iske baare mein aur bata payenge aur koi treatment bhi suggest kar sakte hain.","Main aapko bata sakta hoon ki clinical evidence mein koi information nahi hai jo aapke haath par choti si rash ke baare mein batati hai. Aapki symptoms, jaise ki black hair-like specs aur slightly raised rash, clinical evidence mein describe nahi hui hai. Isliye, main confirm nahi kar sakta ki ye black spot poison ivy hai ya kuch aur. Aapko ek dermatologist se consult karna chahiye jo aapki specific symptoms ko dekhkar diagnosis kar sake.",0.0,0.0,1.0,1.0,0.0,0.0
P02741,skin_rash,0.5181,high,"Hi doctor, Mujhe apne private parts par kuch growth hai. Voh bade thread jaise rashes lagte hain. Maine urine test karaya tha infections ke liye, aur result negative aaya tha. Maine skin culture test ","Aapko private parts par fungal infection hai, isliye aap antifungal drugs le rahe hain, yeh theek hai. Lekin aapne antibiotics bhi liye hai, lekin unka koi fayda nahi hua, yeh bhi samajh mein aata hai kyunki antibiotics fungal infection par kaam nahi karte. Aap antifungal drugs ko regular lete rahein aur agar symptoms badhte hain ya nahi sudarte hain, to doctor se phir se consult karein. Aapko apne doctor se poora ilaaj karana chahiye, woh aapko sahi salah de sakte hain.","Aapke symptoms Erythema Dyschromicum Perstans (EDP) ke similar lagte hain, jo ek rare acquired idiopathic hypermelanosis hai. Aapke rash ki description bhi EDP ke symptoms se match karti hai, jaise ki hyperpigmented, greyish skin lesions. Lekin, main yeh confirm nahi kar sakta ki aapka rash EDP hai ya nahi, kyunki clinical evidence mein aapke case ki specific details nahi hain. Aapko apne doctor se consult karna chahiye jo aapke case ko personally jaante hain.",0.5,1.0,0.5,0.0,0.5,0.5
P01937,skin_rash,0.5867,high,"Mere 48 saal ho gaye hain aur mujhe 4 din tak flu tha jisme temp 102.5 tha.kuch din baad temp normal ho jane ke baad mere elbows aur knees par ek rash aa gaya hai, jiske skin garm aur khujli kar rahi ","Aapko 48 saal ho gaye hain aur aapko pehle flu tha, ab aapke elbows aur knees par rash aa gaya hai, jo ki garm aur khujli kar raha hai. Ye rash sunburn ki tarah dikhta hai aur aapke arms tak spread ho raha hai, iske saath-saath aapke joints bhi arthritic jaise feel ho rahe hain. Aapko doctor se milna chahiye, kyunki ye symptoms kisi viral infection ya autoimmune disorder ka sanket ho sakte hain. Doctor aapki proper check-up karenge aur aapko sahi treatment denge. Aapko wait nahi karna chahiye, jaldi doctor se milne jana chahiye.","Aapke symptoms ke baare mein, main aapko bata sakta hoon ki aapke clinical evidence mein skin rash ka zikr nahi hai, isliye main iske baare mein kuch confirm nahi kar sakta. Lekin aapke initial symptoms mein fever, headache, dry cough, aur generalized body pain shaamil the, lekin skin rash ka zikr nahi tha. Aapke joints ke dard ke baare mein bhi kuch nahi likha hai. Aapko apne doctor se milna chahiye jo aapki current condition ko dekhkar aapko sahi salah de sakta hai.",0.6666666666666666,1.0,0.3333333333333333,0.0,0.33333333333333337,0.3333333333333333
P02425,skin_rash,0.5195,high,"Mai hamare ghar ke ek hisse par kaam kar raha tha aur uss hisse mein heating nahi hai aur temperature 50 degrees tak pahuncha hai, doosre din wahan kaam karne ke baad mai bahut thande ho gaya tha aur ","Aapko lagta hai ki thande hone ke karan aapko ye problem ho rahi hai, lekin ab ye thik nahi ho raha hai. Mujhe lagta hai ki aapko shayad frostbite ya cold burn ho sakta hai, ya phir aapki skin mein koi irritation ho sakti hai. Aapko apni skin ko garam pani se saaf karna chahiye aur koi moisturizer lagana chahiye, aur agar ye problem badhti hai to doctor se milna chahiye. Aapko apne kapde bhi thode loose pehne chahiye taaki aapki skin ko thoda araam mile.","Aapke skin condition ke baare mein humne padha hai, lekin aapke abhi ke symptoms ke liye hum kuchh specific nahi keh sakte kyunki clinical evidence mein aapke abhi ke situation ke baare mein kuchh nahi hai. Aapke pass pehle se hi erythrodermia congenitalis ichthyosiformis bullosa of Brocq hai, jiske liye aapko specific treatment diya gaya tha, lekin abhi ke burning sensation aur reddish skin ke liye hum kuchh nahi keh sakte. Aapko apne doctor se milna chahiye jo aapke abhi ke symptoms ko dekhkar kuchh specific advice de sakte hain.",0.25,0.0,0.0,1.0,-0.25,-1.0
P02356,skin_rash,0.4843,medium,"Hi, mujhe abhi ek sardi hai. Har baar jab mujhe sardi ya pet flu hota hai, mujhe chest, stomach, back, neck aur scalp par rash ho jata hai. Mujhe rash tab tak pareshan nahi karta jab tak wo gayab na h","Aapki sardi ke saath skin par rash hone ki samasya ho sakti hai viral exanthem ke karan, jo ki ek aam reaction hai jab sharir mein koi viral infection hota hai. Yeh rash aapke chest, stomach, back, neck aur scalp par ho sakta hai, aur yeh kabhi-kabhi khujli bhi kar sakta hai. Aapki skin ki khushki bhi iske saath ho sakti hai, kyunki viral infection se skin ki moisture barbad ho sakti hai. Aapko apne doctor se milna chahiye taaki woh aapki skin ki jaanch kar sakein aur aapko sahi ilaaj de sakein.","Aapki skin par jo reaction ho raha hai, uska description aapne diya hai, lekin mujhe aapki specific condition ke baare mein kuchh bhi confirm nahi kar sakte kyunki aapki details clinical evidence mein nahi hai. Lekin, hum yeh keh sakte hain ki aapki skin par jo khujli aur rash ho raha hai, wo kisi allergic reaction ya mast cell degranulation ki wajah se ho sakta hai, jaise ki bullous mastocytosis mein hota hai. Aapko apne doctor se milna chahiye jo aapki specific condition ko diagnose kar sake aur suitable treatment provide kar sake.",0.0,0.0,1.0,1.0,0.0,0.0
P02302,skin_rash,0.4009,medium,Mere pati ko unke kandhe mein problem thi....Torn rotator cuff...ek hafte tak Naproxin liya....Sahi ho gaya aur ab wo apni bhuja utha sakta hai....lekin pichle hafte se usne notice kiya hai ki uske ax,"Aapke pati ko pehle torn rotator cuff ki problem thi, aur ab unhein axilla mein laal aur khujli wali rash ho gayi hai. Ye rash pehle garmi ke chote lagte the, lekin ab phail rahi hai, isliye yeh zaroori hai ki aap doctor se milen. Cortisone cream aur oral Benadryl ka use karne se kuchh araam mil sakta hai, lekin yeh samasya ki jad tak nahin pahunchti. Aapko doctor se milna chahiye taaki ve is rash ki sahi wajah jaan sakein aur sahi ilaaj sujha sakein.","Main aapki problem samajh raha hoon, lekin mujhe khed hai ki clinical evidence mein aapke kandhe ki problem ya axilla mein rash ke bare mein kuchh nahin hai. Hum iske baare mein kuchh nahin keh sakte hain kyunki yeh clinical evidence mein nahin hai. Aapko apne doctor se milna chahiye jo aapki puri medical history jaanta hai aur aapki problem ka sahi diagnosis kar sakta hai.",0.0,0.0,1.0,1.0,0.0,0.0
P02277,skin_rash,0.4158,medium,Hello Sir. Mere paas do baar Salmon fish thi aur ek din ya do din baad mere ungliyon par rashes ho gaya aur ungliyan suj gayi. Iska karan kya ho sakta hai. Rashes ne ek rough layer of skin banaya hai ,"Aapko salmon fish khane ke baad rashes aur sujan aaya hai, yeh ek allergic reaction ho sakta hai. Kabhi-kabhi kuch khadya padarthon se allergy hoti hai, jisse aisa reaction hota hai. Aapko doctor se milna chahiye, woh aapki jaanch karke sahi salah de sakte hain. Aapko apni image bhi doctor ko dikhani chahiye, taaki woh aapki sthiti ko acche se samajh sake.","Aapki problem humare patient ke symptoms se milati-julati nahin hai, kyunki humare patient ke paas chehre aur kohni par erythematous patches the, lekin aapke paas ungliyon par rashes hain. Hum yeh confirm nahi kar sakte ki aapki problem kya hai, kyunki humare clinical evidence mein aisi koi information nahin hai. Aapko doctor se milna chahiye, taaki aapki problem ka sahi diagnosis ho sake.",0.0,0.5,1.0,0.5,0.5,0.5
P00147,skin_rash,0.5863,high,"Mera baby boy 11 months ka hai. Pichle 3 hafte se usko rash ho raha hai (jaise ki mosquito bite ki tarah hai jisme chote chote dots se shuru ho kar black pigment mark chodte hain, jo aam taur par ek d","Aapke baby boy ko jo rash ho raha hai, vah kai karanon se ho sakta hai, jaise ki allergy, infection ya skin irritation. Mosquito bite ki tarah dikhne wale rash ke liye, humein yeh bhi sochna hoga ki kya aapke ghar mein mosquitoes hain ya nahi. Aapko apne baby ko doctor ke paas le jana chahiye, taaki unki proper check-up ho sake aur sahi diagnosis aur treatment mil sake. Doctor se milne se pehle, aap apne baby ko koi bhi cream ya medicine na dein, kyunki vah diagnosis ko affect kar sakti hai.","Main aapki chinta ko samajh sakta hoon, lekin mujhe aapke baby boy ke bare mein kuchh specific information nahin mil saki hai clinical evidence se. Is evidence mein sirf ek 13 saal ki ladki ki case study hai, jismein upper lip ki deformity aur blepharochalasis ki baat kari gayi hai. Main aapke baby boy ke rash ke karan ke baare mein kuchh nahin kah sakta hoon, kyunki is evidence mein is tarah ke symptoms ki koi jaankari nahin hai. Aapko apne baby boy ko ek pediatrician ke paas le jana chahiye taaki unki samasya ka sahi pata lagaya ja sake.",0.0,0.0,1.0,1.0,0.0,0.0
P01268,skin_rash,0.4551,medium,Mujhe chote chote katte ho rahe hain jo machar ke katne jaise lagte hain but machar nahi hain aas paas. Kuch minutes ke andar ye chote bomb ki tarah ubhar aate hain. Main Benadryl aur cold compress la,"Aapko jo chote chote katte ho rahe hain, ye koi allergic reaction ho sakta hai, lekin aapne toh kaha ki aapki allergy ki history nahi hai. Aapne jo Benadryl aur cold compress lagaya, ye sahi kiya, lekin agar ye baar baar ho raha hai toh aapko doctor se milna chahiye. Aapke ghar mein koi hidden allergen ho sakta hai, jaise ki dust mites ya koi aur cheez. Aap apne ghar ko acchi tarah se saaf kijiye aur dekhiye ki kya farak padta hai.","Aapke symptoms ko dekhkar, mujhe lagta hai ki yeh information mere paas available clinical evidence se match nahi karti. Aapke patient ke case se, aapke symptoms ko relate nahi kiya ja sakta. Aapke patient ke case mein, fever, back pain, dyspnea, aur weight loss jaise symptoms the, lekin aapke symptoms alag hain. Main aapke symptoms ki wajah ko confirm nahi kar sakta kyunki clinical evidence isse related nahi hai. Aapko apne doctor se milna chahiye jo aapke symptoms ko dekhkar sahi diagnosis aur treatment de sakte hain.",0.0,1.0,1.0,0.0,1.0,1.0
