sample_id,query_hinglish,report_id,report_text,cmi_bucket
MMED_BENCH_0190,Please explain: Image + text se infection ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0191,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0192,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0193,Multimodal context ke hisaab se effusion ka evidence hai ky? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0194,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0195,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0196,Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0197,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0198,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0199,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0200,"Given multimodal context, likely finding ky hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0201,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0202,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0203,"Please explain: kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0204,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0205,Multimodal context ke hisaab se effusion ka evidence hai kyaa? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0206,"Please explain: Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0207,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0208,Image + text se infection ke signs confirm hote hai kyaa?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0209,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0210,"Please explain: Given multimodal context, likely finding kyaa hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0211,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0212,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0213,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0214,Image + text se infection ke signs confirm hote hai ky? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0215,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0216,"Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0217,Multimodal context ke hisaab se effusion ka evidence hai kyaa? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0218,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0219,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0220,Please explain: Image + text se infec ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0221,"kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0222,"Given multimodal context, likely finding ky hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0223,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0224,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0225,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0226,Please explain: Image + text se infxn ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0227,"ky ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0228,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0229,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0230,"Given multimodal context, likely finding ky hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0231,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0232,Image + text se infxn ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0233,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0234,"Given multimodal context, likely finding kyaa hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0235,Please explain: Multimodal context ke hisaab se effusion ka evidence hai ky?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0236,"Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0237,"Given multimodal context, likely finding ky hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0238,Please explain: Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0239,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0240,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0241,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0242,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0243,"Given multimodal context, likely finding ky hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0244,Please explain: Image + text se infection ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0245,"Please explain: Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0246,"Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0247,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0248,"Please explain: Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0249,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0250,Image + text se infxn ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0251,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0252,"Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0253,Multimodal context ke hisaab se effusion ka evidence hai kyaa? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0254,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0255,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0256,Please explain: Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0257,"kyaa ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0258,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0259,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0260,"Given multimodal context, likely finding kyaa hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0261,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0262,Image + text se infection ke signs confirm hote hai ky? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0263,"Please explain: Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0264,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0265,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0266,"Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0267,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0268,Image + text se infection ke signs confirm hote hai ky?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0269,"kyaa ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0270,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0271,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0272,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0273,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0274,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0275,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0276,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0277,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0278,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0279,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0280,Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0281,"Please explain: kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0282,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0283,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0284,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0285,"Given multimodal context, likely finding kyaa hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0286,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0287,"kyaa ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0288,"Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0289,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0290,"Given multimodal context, likely finding kya hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0291,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0292,Image + text se infec ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0293,"kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0294,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0295,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0296,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0297,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0298,Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0299,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0300,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0301,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0302,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0303,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0304,Image + text se infxn ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0305,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0306,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0307,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0308,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0309,"Given multimodal context, likely finding ky hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0310,Please explain: Image + text se infxn ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0311,"ky ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0312,"Please explain: Given multimodal context, likely finding kya hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0313,Multimodal context ke hisaab se effusion ka evidence hai kya? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0314,"Given multimodal context, likely finding ky hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0315,"Please explain: Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0316,Image + text se infection ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0317,"kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0318,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0319,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0320,"Please explain: Given multimodal context, likely finding ky hai?",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,low
MMED_BENCH_0321,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0322,Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0323,"Kya ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0324,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0325,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0326,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0327,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0328,Image + text se infxn ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0329,"Please explain: Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0330,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0331,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0332,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0333,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0334,Please explain: Image + text se infxn ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0335,"ky ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0336,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0337,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kyaa? jaldi batao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,high
MMED_BENCH_0338,"Please explain: Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0339,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0340,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0341,"kyaa ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0342,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0343,Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0344,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0345,"Given multimodal context, likely finding kyaa hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0346,Image + text se infxn ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0347,"Kya ye sirf normal variant hai, acute issue nahi? Thoda simple samjhao.",B005,Distractor context: normal variant anatomy without acute pathology.,medium
MMED_BENCH_0348,"Please explain: Given multimodal context, likely finding kyaa hai?",B006,Cardiac silhouette mildly enlarged with vascular prominence.,low
MMED_BENCH_0349,Multimodal context ke hisaab se effusion ka evidence hai ky? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0350,"Please explain: Given multimodal context, likely finding ky hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0351,"Given multimodal context, likely finding ky hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0352,Image + text se infxn ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0353,"ky ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0354,"Given multimodal context, likely finding kyaa hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0355,Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0356,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0357,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0358,Please explain: Image + text se infection ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0359,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0360,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0361,Multimodal context ke hisaab se effusion ka evidence hai ky? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0362,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0363,"Given multimodal context, likely finding kya hai?",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,low
MMED_BENCH_0364,Image + text se infection ke signs confirm hote hai kya? jaldi batao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,high
MMED_BENCH_0365,"Please explain: Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0366,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0367,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0368,"Please explain: Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0369,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
MMED_BENCH_0370,Image + text se infection ke signs confirm hote hai kya? Thoda simple samjhao.,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,medium
MMED_BENCH_0371,"Kya ye sirf normal variant hai, acute issue nahi?",B005,Distractor context: normal variant anatomy without acute pathology.,low
MMED_BENCH_0372,"Given multimodal context, likely finding kya hai? jaldi batao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,high
MMED_BENCH_0373,Multimodal context ke hisaab se effusion ka evidence hai kyaa? Thoda simple samjhao.,B001,Chest image shows right pleural effusion with basal atelectatic change.,medium
MMED_BENCH_0374,"Given multimodal context, likely finding kya hai? jaldi batao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,high
MMED_BENCH_0375,"Given multimodal context, likely finding kya hai? jaldi batao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,high
MMED_BENCH_0376,Image + text se infec ke signs confirm hote hai kya?,B004,Radiology QA context indicates bilateral patchy opacities suggestive of infection.,low
MMED_BENCH_0377,"ky ye sirf normal variant hai, acute issue nahi? jaldi batao.",B005,Distractor context: normal variant anatomy without acute pathology.,high
MMED_BENCH_0378,"Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B006,Cardiac silhouette mildly enlarged with vascular prominence.,medium
MMED_BENCH_0379,Please explain: Multimodal context ke hisaab se effusion ka evidence hai kya?,B001,Chest image shows right pleural effusion with basal atelectatic change.,low
MMED_BENCH_0380,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B002,Pathology-like description notes inflammatory infiltrate without malignancy.,medium
MMED_BENCH_0381,"Please explain: Given multimodal context, likely finding kya hai? Thoda simple samjhao.",B003,Ophthalmic finding: retinal edema with exudates; no detachment.,medium
