pair_id,condition,random_case_id,random_condition_group,random_is_coincidentally_correct,grounded_output_random,random_is_refusal,random_factual_vs_random_ev,random_halluc_vs_random_ev,random_factual_vs_oracle_ev,random_has_concepts,real_factual,oracle_factual,zero_factual_vs_oracle,real_is_refusal,oracle_is_refusal,retrieval_top1_correct,model
P02837,,PMC5911659,knee_swelling,False,"Mujhe aapke diye gaye clinical evidence mein breast cancer ya neuropathy ke baare mein koi jankari nahi mili. Isliye main is baat ki pushti nahi kar sakta ki aapko emergency room jaana chahiye ya nahi. Agar aapko lagta hai ki symptoms severe hain, toh apne oncologist se turant sampark karein. Agar symptoms worsen ho rahe hain, toh nearest urgent care ya ER jaane ka vichar karein.",True,0.0,1.0,1.0,True,1.0,,0.0,True,False,False,openai/gpt-oss-20b
P01534,,PMC5903130,foot_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sarcoidosis ya haath ke ganthe aur dard ke baare mein koi jaankari nahi hai. Isliye main is baat ko confirm nahi kar sakta ki yeh symptoms sarcoidosis se jude hain ya nahi. Aapko apne doctor se milkar imaging aur blood tests karwa kar exact diagnosis karwana chahiye. Agar aapko koi aur sawal ho, toh pooch sakte hain.",True,,,,False,,1.0,0.25,False,False,False,openai/gpt-oss-20b
P01280,,PMC8851205,swollen_tonsils,False,"I cannot confirm anything about your underarm lump or the itching and burning you’re experiencing because the clinical evidence provided does not cover skin lesions, liver transplant, or PSC. The data only describe a COVID‑19 patient with renal and pulmonary issues, not your situation. If you’re concerned, please discuss it directly with your transplant team or a dermatologist.",True,0.0,1.0,0.0,True,0.0,,0.0,True,False,False,openai/gpt-oss-20b
P01581,,PMC6147841,hand_lump,True,"Mujhe aapke symptoms ke liye koi direct evidence nahi mil raha hai jo aapke case se match kare. Diye gaye clinical reports mein sirf cranio‑facial dysmorphism, developmental delay, aur growth retardation ki baat hai, underarm lump ya tingling ke baare mein kuch nahi. Isliye main confirm nahi kar sakta ki aapka lump kya hai. Aapko ek dermatologist ya surgeon se milkar detailed examination karwana chahiye.",True,1.0,0.0,1.0,True,1.0,1.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01495,,PMC6446056,dry_scalp,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, usme haath ya thumb ke goanth ke baare mein koi jaankari nahi hai. Isliye main aapke sawal ka koi specific jawab nahi de sakta. Agar aapko is samasya ka ilaj chahiye, toh aapko ek hand specialist ya orthopedic doctor se consult karna chahiye.",True,,,,False,,,0.3333333333333333,False,True,False,openai/gpt-oss-20b
P01416,,PMC4204300,lip_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, woh ek fetus ki severe skeletal dysplasia se sambandhit hai aur isme aapke armpit ke mass ke baare mein koi jaankari nahi hai. Isliye main iske baare mein koi nishchit diagnosis ya upay nahi bata sakta. Aapko iske liye ek dermatologist ya surgeon se consult karna chahiye.",True,1.0,0.0,0.0,True,1.0,0.5,0.0,False,True,True,openai/gpt-oss-20b
P01228,,PMC10869174,skin_rash,False,"Mujhe aapke boyfriend ke symptoms ke baare mein koi clinical evidence nahi mila jo aapke description se match kare. Isliye main is case ko confirm ya diagnose nahi kar sakta. Agar unhe aise changes feel ho rahe hain, toh unhe ek qualified doctor se direct check-up karwana chahiye.",True,,,,False,1.0,1.0,0.6666666666666666,True,True,False,openai/gpt-oss-20b
P01303,,PMC7136808,eye_inflammation,False,"Mere paas jo clinical evidence hai, usme aapke thumb ke neeche ya wrist ke paas koi nodule ya “matar jaisi ganth” ka zikr nahin hai. A",False,1.0,0.0,0.0,True,,,0.0,True,True,True,openai/gpt-oss-20b
P01281,,PMC10800642,lip_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, usme knuckle injury ya is tarah ke swelling ke baare mein koi jaankari nahi hai. Isliye main aapke question ka jawab dene ke liye koi evidence-based information provide nahi kar sakta. Agar aapko abhi bhi dard ya swelling mehsoos ho raha hai, to ek orthopedic ya hand specialist se consult karna behtar hoga.",True,0.0,1.0,0.0,True,,0.0,0.25,True,True,False,openai/gpt-oss-20b
P01642,,PMC9486676,edema,False,"I’m sorry, but the clinical evidence you provided is about a different medical situation (a 75‑year‑old woman who developed cerebral venous thrombosis and intracranial hemorrhage after a COVID‑19 vaccine). It does not cover injuries from a belt buckle or a hard lump after a fall. Therefore, I cannot confirm any specific advice about your situation.",True,0.0,1.0,1.0,True,1.0,1.0,0.3333333333333333,False,True,True,openai/gpt-oss-20b
P00311,,PMC9624212,skin_growth,False,"Namaste, aapke sawaal ka jawab dene ke liye mujhe maaf kijiye, lekin diye gaye clinical evidence mein aapki beti ke skin ya aankhon ki problem ke baare mein koi jaankari nahi hai. Isliye main is case ko lekar koi specific advice ya diagnosis nahi de sakta. Agar aapko lagta hai ki situation urgent hai, to kripya apne local pediatric dermatologist ya doctor se turant sampark karein. Dhanyavaad.",True,,,,False,0.5,0.5,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P02675,,PMC9036388,lip_swelling,False,"I’m sorry, but the clinical evidence you shared is about a newborn’s heart and respiratory issues and does not include any information about knee injuries. I cannot confirm or give advice on your knee pain based on this evidence.",True,0.0,1.0,0.0,True,0.5,,0.5,True,False,True,openai/gpt-oss-20b
P01606,,PMC3569902,foot_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke pati ke buttock ke goanth ya sciatica ke baare mein koi jankari nahi hai. Isliye main iske baare mein koi vishesh salah ya diagnosis nahi de sak",True,,,,False,,0.0,0.25,False,True,True,openai/gpt-oss-20b
P01583,,PMC6533542,eye_redness,False,"Mere paas jo clinical evidence hai, woh sirf aankhon ke relapse aur uske treatment ke baare mein hai. Wrist, knee ya ankle ki dard aur sujan ke baare mein koi information nahi hai. Isliye main is case mein aapko koi specific advice nahi de sakta. Agar aapko lagta hai ki aapko doctor se milna chahiye, toh aap zaroor hospital ya doctor ke paas ja sakte hain.",True,,,,False,0.5,,0.5,True,True,False,openai/gpt-oss-20b
P00307,,PMC11340845,mouth_ulcers,False,,False,,,,False,,,,True,True,False,openai/gpt-oss-20b
P00476,,PMC4438148,skin_growth,False,"**Answer (Hinglish):**  
Mere paas jo clinical evidence hai, usme sirf gastric MALT lymphoma, pleural effusion, aur blood abnormalities ki baat hai. Isme aapke endocarditis, chest pain, spidery veins, ya leg swelling ke baare mein koi jaankari nahi hai. Isliye main aapke in symptoms ke liye koi specific conclusion ya treatment suggest nahi kar sakta. Agar aapko heart ya leg swelling ke liye further evaluation chahiye, toh aapko ek cardiologist ya vascular specialist se consult karna hoga.",True,0.75,0.25,0.25,True,0.0,0.0,0.5,True,True,False,openai/gpt-oss-20b
P02847,,PMC5721952,foot_swelling,False,"I’m sorry, but the clinical evidence provided only discusses a medial cuneiform stress fracture in the foot. It does not cover knee injuries, ACL sprains, or the medications you mentioned. Therefore, I cannot confirm or give specific advice about your knee condition based on this evidence.",True,1.0,0.0,0.0,True,,,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01122,,PMC7476687,knee_swelling,True,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein kidney stone surgery, right side pain, shoulder pain, foamy urine, ya kidney swelling ka koi zikr nahi hai. Isliye main is baare mein koi confirm karne wala jawab nahi de sakta. Agar aapko in symptoms ke liye doctor ki zaroorat hai, to aapko ek urologist ya nephrologist se consult karna chahiye.",True,1.0,0.0,1.0,True,1.0,1.0,0.6666666666666666,True,True,False,openai/gpt-oss-20b
P01388,,PMC5705934,edema,False,"Mujhe aapki beti ke swelling ke baare mein koi specific information nahi mil rahi hai kyunki jo clinical evidence aapne di hai, woh ek 45‑year‑old aadmi ke brain tumor se sambandhit hai. Isliye main aapke question ka koi medical jawab nahi de sakta. Agar aapko lagta hai ki swelling badh rahi hai ya koi naya symptom aa raha",True,1.0,0.0,1.0,True,1.0,1.0,0.2,True,True,False,openai/gpt-oss-20b
P01301,,PMC4247968,swollen_eye,False,"Clinical evidence se sirf ye pata chalta hai ki cysticercosis ek cystic mass ke roop mein dikh sakta hai, jaise ki eye ke paas ek globular cystic mass (1.6 × 1.2 × 1.3 cm) jo excision ke baad histopathology se confirm hua. Yeh case 21‑year‑old male ka hai aur eye ke aas‑pās ki swelling, pain, redness aur normal vision ke saath tha. Aapki maa ki situation (recurrent painful swellings after minor trauma, sometimes disappearing, crumbly texture) is evidence mein cover nahi hoti, isliye hum iske",True,1.0,0.0,0.0,True,1.0,,0.0,True,True,False,openai/gpt-oss-20b
P00814,,PMC4898183,skin_dryness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke pati ke knee replacement, diabetic status, leg cramps, ya blood blister ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi specific medical advice ya confirmation nahi de sakta. Agar aapko aur jankari chahiye, to kripya apne doctor se direct sampark karein.",True,,,,False,,,0.5,True,True,False,openai/gpt-oss-20b
P00296,,PMC3339687,skin_growth,False,I cannot confirm any diagnosis for your child's knee pain based on the evidence provided. The evidence only discusses a specific type of panniculitis in an adult. I recommend consulting a,True,1.0,0.0,1.0,True,1.0,,0.3333333333333333,False,True,True,openai/gpt-oss-20b
P01013,,PMC5118559,dry_scalp,False,"Mere paas jo clinical evidence hai, woh sirf left temporal lobe epilepsy aur intracranial EEG ke baare mein hai. Isme aapke gale ka choke hona, liquid nigalne mein mushkil, hives, swelling, sleep problems, ya hair loss ke baare mein koi jaankari nahi hai. Isliye main aapke in symptoms ke liye koi confirmation ya advice nahi de sakta. Agar aapko in symptoms ki wajah samajhni hai, toh kripya ek ENT specialist ya dermatologist se consult karein.",True,0.0,1.0,0.0,True,,0.0,0.0,True,True,False,openai/gpt-oss-20b
P01552,,PMC9970843,foot_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf hip fracture, lymphoma, aur aspiration pneumonia ka zikr hai. Knee ke dard, lump, ya shin bone ki condition ke baare mein koi jaankari nahi hai. Isliye main is case mein diagnosis mein aapki madad nahi kar sakta.",True,1.0,0.0,0.0,True,1.0,,0.2,True,False,False,openai/gpt-oss-20b
P00150,,PMC9805645,skin_rash,False,"Mujhe aapke bataaye gaye symptoms ke liye koi direct clinical evidence nahi mil raha hai. Jo clinical evidence aapne di hai, woh ek 63‑varsh ke aadmi ke brain tumor (oligodendroglioma) ke baare mein hai. Isliye main aapke skin ke red spots ke baare mein koi specific information ya treatment suggestion nahi de sakta. Agar aapko lagta hai ki rash koi drug reaction ho sakta hai, to aapko apne pediatrician se milna chahiye.",True,0.5,0.5,0.0,True,,0.0,0.5,True,True,False,openai/gpt-oss-20b
P00562,,PMC10158662,swollen_eye,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein metformin, diarrhea, ya allergic reactions ke baare mein koi jaankari nahi hai. Isliye main aapke sawaal ka koi specific jawab nahi de sakta. Agar aapko is topic par aur guidance chahiye, toh kripya apne primary care doctor ya ek specialist se consult karein.",True,0.0,1.0,0.0,True,1.0,0.3333333333333333,0.0,True,True,True,openai/gpt-oss-20b
P00536,,PMC4661164,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai woh sirf knee ke sarcoma ke surgery aur recovery se sambandhit hai. Isme dental ya lower lip ke symptoms ka koi zikr nahi hai. Isliye main aapke dentist ke case ke baare mein koi specific information ya diagnosis nahi de sakta. Agar aapko dental ya nerve related symptoms continue ho rahe hain, to please ek dental specialist ya neurologist se consult karein.",True,1.0,0.0,0.0,True,0.5,0.0,0.0,True,True,False,openai/gpt-oss-20b
P00524,,PMC5438001,skin_rash,False,"Mere paas jo clinical evidence hai, usme sirf ek 78‑year‑old mahila ka case hai jisme lung masses, kidney failure, aur blood abnormalities mention hain. Is evidence mein aapke dard, mouth swelling, gums, lips ya tingly feeling ke baare mein koi information nahi hai. Isliye main yeh confirm nahi kar sakta ki yeh infection hai ya kuch aur. Agar aapko koi aur symptoms ya test results milte hain, toh unke basis par hi main aapki madad kar sakta hoon.",True,0.0,1.0,0.0,True,,0.0,0.0,False,True,True,openai/gpt-oss-20b
P01519,,PMC10277483,swollen_eye,False,"Mujhe maaf kijiye, lekin diye gaye clinical evidence mein upper lip ke pimple ya swollen lip ke baare mein koi jaankari nahi hai. Isliye main is case ke liye koi specific diagnosis ya treatment suggestion confirm nahi kar sakta. Agar aapko aur guidance chahiye, toh aap apne dermatologist ya primary care doctor se direct consult kar sakte hain.",True,1.0,0.0,0.0,True,0.5,0.0,0.25,True,True,True,openai/gpt-oss-20b
P00497,,PMC6442444,hand_lump,False,"Mujhe maaf kijiye, lekin diye gaye clinical evidence mein dental ya gum ke issues ka koi zikr nahi hai. Isliye main is case ke liye koi specific advice nahi de sakta. Agar aapko immediate concern hai, toh aapko dentist ya oral health specialist se consult karna chahiye.",True,,,,False,0.5,1.0,0.5,True,True,False,openai/gpt-oss-20b
P00847,,PMC4668744,swollen_tonsils,False,"Mujhe aapke case ke liye koi clinical evidence nahi mila jo lip infection ya eye swelling se sambandhit ho. Isliye main is baare mein koi confirm karne wala jawab nahi de sakta. Agar aapko lagta hai ki infection ya swelling badh raha hai, toh turant apne doctor se milne ka samay fix karein.",True,1.0,0.0,1.0,True,0.5,0.5,0.3333333333333333,True,True,True,openai/gpt-oss-20b
P00271,,PMC6408989,foot_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, woh ek 64‑year‑old mahila ke metastatic breast cancer se sambandhit hai. Isme aapke bhai ke nasal itching, acne, ya skin changes ka koi zikr nahi hai. Isliye main is case ke liye koi specific medical advice ya confirmation nahi de sakta. Agar aapko apne bhai ki condition ke liye guidance chahiye, toh kripya uske liye alag clinical information ya doctor se consult kare",True,0.5,0.5,0.5,True,,,0.0,True,True,False,openai/gpt-oss-20b
P00490,,PMC8236592,eye_redness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke dant, masood, aur sinuses ke baare mein koi jaankari nahi hai. Isliye main aapke root canal, gum lump, aur ear sounds ke baare mein koi confirm karne wala jawab nahi de sakta. Agar aapko in symptoms ke liye specialist ki zaroorat hai, toh dentist ya ENT doctor se consult karna behtar hoga.",True,0.0,1.0,1.0,True,,1.0,0.4,True,True,False,openai/gpt-oss-20b
P00376,,PMC11420005,skin_growth,False,"Mujhe aapke bataye gaye symptoms (masoode sujan, aankhon mein jalan, chakk",False,,,,False,0.5,1.0,0.0,True,True,False,openai/gpt-oss-20b
P00539,,PMC4759502,skin_dryness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne share ki hai, usme root canal, dant ki sujan ya antibiotics ke baare mein koi jaankari nahi hai. Isliye main aapke is case ke liye koi specific medical advice nahi de sakta. Agar aapko dant mein dard ya infection ka shanka hai, toh please apne endodontist se phir se consult karein ya kisi dental specialist se direct check-up karwayein.",True,0.0,1.0,0.0,True,0.0,,0.5,True,True,False,openai/gpt-oss-20b
P02592,,PMC6304856,edema,False,,False,,,,False,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02828,,PMC6734497,swollen_eye,False,"I’m sorry, but the clinical evidence provided is about a case of orbital cellulitis and does not cover mandibular fractures, swelling, or numbness. Therefore, I cannot confirm how long it will take for the swelling and numbness to resolve.",True,1.0,0.0,0.0,True,0.0,0.5,0.3333333333333333,False,True,True,openai/gpt-oss-20b
P00280,,PMC3134104,eye_inflammation,False,"Mujhe aapke diye gaye clinical evidence mein lower lip, jeebh ki sujan, ya iron supplement ke baare mein koi jaankari nahi mili. Yeh evidence sirf ek 12‑year‑old boy ke XLA aur joint effusions ke baare mein hai. Isliye main is condition ko confirm ya explain nahi kar sakta. Agar aapko koi aur symptoms ya concerns hain, toh kripya direct doctor se consult karein.",True,,,,False,,,0.5,True,False,False,openai/gpt-oss-20b
P01727,,PMC9319661,skin_rash,False,"Namaste! Clinical evidence jo humne dekha, usme koi bhi information nahi hai jo aapke neeche ki hont ke sujan ko Cipralex (sertraline) se jodti ho. Hum is baat ko confirm nahi kar sakte ki yeh dawai aapke symptoms ka kaaran hai ya nahi. Agar aapko lagta hai ki aapki health affected ho rahi hai, toh doctor se turant consult karna sabse behtar rahega. Abhi ke liye, dawai band karne ka faisla aapke doctor ke guidance par hi lena chahiye.",False,,,,False,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P01449,,PMC7803157,cyanosis,False,"Mujhe maaf kijiye, lekin aapke sawal ka jawab dene ke liye mujhe jo clinical evidence di gayi hai, usme aapke nasal surgery, stitches, ya swelling ke baare mein koi jankari nahi hai. Isliye main is baare mein koi specific advice ya diagnosis nahi de sakta. Agar aapko iske baare mein vistar se jaankari chahiye, to kripya apne doctor se direct sampark karein.",True,0.0,1.0,1.0,True,0.0,1.0,0.3333333333333333,True,True,True,openai/gpt-oss-20b
P01411,,PMC4672609,skin_rash,False,"Mujhe maaf kijiye, lekin aapke hont ke is masle par mere paas koi clinical evidence nahi hai. Jo evidence maine dekhi hai, woh sirf olecranon bursa ke infection ke baare mein hai, na ki hont ki chot ya bumps ke liye. Isliye main is vishay par koi specific salah nahi de sakta.",True,1.0,0.0,1.0,True,,,,True,True,False,openai/gpt-oss-20b
P01368,,PMC11324585,skin_rash,False,"Mujhe aapke bataye gaye symptoms ke liye koi clinical evidence nahi mila. Isliye main is baare mein confirm nahi kar sakta. Agar aapko turant medical help chahiye, toh local doctor ya emergency service se sampark karein. Shubh kamnayein.",True,,,,False,,1.0,0.25,True,True,False,openai/gpt-oss-20b
P00544,,PMC7293421,skin_rash,False,"I’m sorry, but the clinical evidence you shared does not cover dental pain, gum swelling, or ear pain. I cannot confirm a diagnosis or treatment plan for these symptoms based on the information provided. If you’re experiencing severe pain and swelling, please seek urgent dental or medical care for a proper evaluation.",True,1.0,0.0,0.5,True,,,0.25,True,True,False,openai/gpt-oss-20b
P01857,,PMC8270685,skin_growth,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne share ki hai, usme lower lip ke daag ya skin condition ke baare mein koi jaankari nahi hai. Isliye main iske cause ya treatment ke baare mein confirm nahi kar sakta. Aapko ek dermatologist se consult karna chahiye for proper evaluation and advice.",True,,,,False,1.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P01382,,PMC9938940,lip_swelling,True,"Mujhe aapke description se lagta hai ki aapko ek soft swelling hai jo lower jawline aur neck ke top par hai. Clinical evidence mein aise koi jaw ya neck swelling ka zikr nahi hai, isliye main is baat ko confirm nahi kar sakta. Aapke gum aur lips ki sujan bhi is case report mein mention nahi ki gayi. Agar aapko lagta hai ki ye swelling aapke SLE se sambandhit ho sakta hai, to aapko apne rheumatologist ya ENT specialist se consult karna chahiye.",True,0.0,1.0,1.0,True,0.0,1.0,0.5,True,True,True,openai/gpt-oss-20b
P00268,,PMC3358938,skin_growth,False,"Namaste, aapke diye gaye clinical evidence mein preterm newborn, black coloured lips, hypoalbuminemia ya increased cholesterol ke baare mein koi jaankari nahi hai. Isliye main is condition ka exact karan ya sambandh ke baare mein confirm nahi kar sakta. Aapko iske liye ek neonatal specialist ya paediatric dermatologist se consult karna chahiye.",True,,,,False,,,,True,False,False,openai/gpt-oss-20b
P00520,,PMC7649873,eye_redness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf 12‑year‑old ki IgA vasculitis aur GPA ki baat hai. Isme aapke 23‑year‑old ke muh ke ulcers, lymphoma ka history, aur current imaging results ka koi zikr nahi hai. Isliye main is case ke liye koi specific diagnosis ya treatment suggestion confirm nahi kar sakta. Aapko apne oncologist ya oral medicine specialist se milkar detailed review karwana chahiye.",True,0.5,0.5,0.5,True,0.0,,0.6,True,False,True,openai/gpt-oss-20b
P00987,,PMC8150453,skin_rash,False,"I’m sorry, but the clinical evidence provided does not cover facial or cheek swelling. I cannot confirm or explain the cause of your localized cheek pain and swelling based on this information. If you’re concerned, please consult a healthcare professional for a proper evaluation.",True,0.5,0.5,0.0,True,,,0.0,True,True,False,openai/gpt-oss-20b
P00571,,PMC5586790,mouth_ulcers,True,,False,,,,False,1.0,1.0,0.6,True,True,False,openai/gpt-oss-20b
P01025,,PMC4072390,lip_swelling,False,"Mujhe aapke diye gaye clinical evidence mein sirf 17‑year‑old male patient ki dental aur cleft lip/palate ki details mil rahi hain. Isme uric acid ya 67‑year‑old female ke liye koi information nahi hai. Isliye main confirm nahi kar sakta ki aapke uric acid aur munh ki samasya ek dusre se related hain. Agar aapko aur guidance chahiye, toh kripya apne dentist ya doctor se direct consult karein.",True,,,,False,,,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P00627,,PMC3961933,lip_swelling,False,"Aapke case mein jo swelling hai woh ek benign fibro‑osseous lesion (fibrous dysplasia) ho sakti hai, jisme hard, lobulated, non‑tender swelling aur normal blood tests dekhe gaye hain. Radiographs par cotton‑wool pattern aur centrifugal growth dikh raha hai, jo is diagnosis ko support karta hai. Is condition ke liye specific medication ka koi evidence nahi hai—treatment usually surgical excision ya monitoring hota hai. Main aapko suggest karunga ki aap apne oral surgeon se milkar definitive diagnosis aur treatment plan discuss karein. Agar aapko koi medication chahiye, toh main us",False,0.75,0.25,0.5,True,,1.0,0.4,False,True,False,openai/gpt-oss-20b
P00224,,PMC324416,neck_swelling,False,"I’m sorry, but the evidence you provided is about a salivary gland tumor in an adult and does not cover a 14‑month‑old child with teething, ear swelling, or oral ulcers. I cannot confirm any diagnosis or give specific advice based on this evidence. For your child’s symptoms, please see a pediatrician or",True,1.0,0.0,0.0,True,0.0,,0.25,True,True,False,openai/gpt-oss-20b
P00231,,PMC7657076,cyanosis,False,"I’m sorry, but the clinical evidence you shared is about a 69‑year‑old man who had a massive arterial clot and COVID‑19 infection, not about mouth ulcers or cancer.  
I can’t confirm whether your mouth ulcers are related to smoking, infection, or cancer, nor can I explain your insomnia or anxiety based on that evidence.  
If you’re worried about possible cancer or persistent pain, it would be best to see an ENT or a dentist for a direct examination and appropriate tests.",False,0.3333333333333333,0.6666666666666666,0.3333333333333333,True,0.0,0.0,0.0,True,False,False,openai/gpt-oss-20b
P00574,,PMC6304856,edema,False,"Mujhe maaf kijiye, lekin is clinical evidence mein fluoride treatment ya radiation ke baad daanton ki suraksha ke baare mein koi jankari nahi hai. Isliye",True,,,,False,1.0,,,True,True,False,openai/gpt-oss-20b
P00579,,PMC10062094,eye_redness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf aankhon ki surgery aur uske baad ke complications ka zikr hai. Dental ya jaw ke dard ke baare mein koi information nahi hai. Isliye main is case ko lekar koi nishchit diagnosis ya upchar nahi bata sakta. Agar aapko lagta hai ki aapko infection ho sakta hai, toh please ek dentist se consult karne ki koshish karein, ya nearest emergency clinic mein jaa kar check-up karwayein.",True,0.0,1.0,1.0,True,0.5,,0.6666666666666666,True,False,True,openai/gpt-oss-20b
P00651,,PMC6202425,edema,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke muh, daant ya facial scars ke baare mein koi jaankari nahi hai. Isliye main aapke is symptom ke liye koi specific advice ya confirmation nahi de sakta. Agar aapko is problem ka treatment chahiye, toh ek oral surgeon ya dermatologist se consult karna behtar hoga.",True,,,,False,,,0.3333333333333333,True,True,True,openai/gpt-oss-20b
P01549,,PMC7784631,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf ek 19‑year‑old mahila ke neurological symptoms (ataxia, polyneuropathy, cerebellar atrophy, etc.) ka zikr hai. Isme aapke dikhaye gaye mouth ulcers, lymph node pain, ya tonsils ke baare mein koi jaankari nahi hai. Isliye main aapke is specific situation ke liye koi confirmatory information nahi de sakta. Agar aapko lagta hai ki ye symptoms serious ho sakte hain, to ek oral health specialist ya dermatologist se consult karna behtar",True,0.5,0.5,0.5,True,,,0.2,True,True,True,openai/gpt-oss-20b
P00617,,PMC8723866,skin_growth,False,"Mujhe aapke symptoms ke baare mein koi clinical evidence nahi mila jo is tarah ke oral ya eye swelling se sambandhit ho. Jo data aapne diya hai, usme sirf naak ki cutaneous leishmaniasis ka case bataya gaya hai. Isliye main aapke lower teeth, tongue, aur aankh ke sujan ke liye koi specific diagnosis ya treatment suggest nahi kar sakta. Agar aapko lagta hai ki antibiotic kaam nahi kar raha, to ek specialist se consult karna zaroori hoga.",True,,,,False,0.0,0.5,0.0,False,False,False,openai/gpt-oss-20b
P01639,,PMC5901998,skin_growth,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke partner ke jaw ke neeche, naak, chehre, aur palak ki sujan ke baare mein koi jaankari nahi hai. Isliye main iske baare mein koi nishchit faisla ya diagnosis nahi de sakta. Agar aapko iske baare mein aur jaankari chahiye, toh kripya apne partner ko doctor se direct consult karne ke liye advise karein.",True,,,,False,,0.0,0.0,False,True,False,openai/gpt-oss-20b
P00655,,PMC5030400,lip_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai usme aapke muh ke andar ki problem ka koi zikr nahi hai. Isliye main is baare mein koi confirmation ya specific advice nahi de sakta. Agar aapko is issue par detailed guidance chahiye, toh kripya apne dentist ya oral health specialist se direct consult karein.",True,,,,False,1.0,,0.0,True,True,False,openai/gpt-oss-20b
P00588,,PMC4293813,swollen_eye,False,"I’m sorry, but the clinical evidence provided does not cover mouth‑chewing problems, diabetes medication side‑effects, or any treatment for that. I cannot confirm or recommend a specific drug for your mother’s symptoms based on this information.",True,,,,False,,,0.0,True,True,False,openai/gpt-oss-20b
P01027,,PMC10620550,neck_swelling,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein polycythemia vera, hydrea ka upyog, ya dietary recommendations ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi specific salah nahi de sakta. Agar aapko iske baare mein guidance chahiye, toh kripya apne hematologist ya dietitian se sampark karein.",True,,,,False,,,1.0,True,True,False,openai/gpt-oss-20b
P00251,,PMC6664049,dry_scalp,False,"Mere paas jo clinical evidence hai, usme aapke jeebh ke chote chote blister, dard ya ulcer ke baare mein koi jaankari nahi hai. Isliye main is symptom ko confirm nahi kar sakta. Agar aapko dard ya discomfort lag raha hai, toh ek oral health specialist se consult karna behtar hoga.",True,0.0,1.0,0.0,True,,0.0,0.0,False,True,False,openai/gpt-oss-20b
P00798,,PMC10861375,skin_rash,False,,False,,,,False,1.0,0.0,0.0,False,True,False,openai/gpt-oss-20b
P00575,,PMC6497486,neck_swelling,False,"Mere paas jo clinical evidence hai, usme aapke muh, jeebh ya tongue ulcers ke baare mein koi jaankari nahi hai. Isliye main yeh confirm nahi kar sakta ki yeh symptoms aapke current cancer ya uske metastasis se judi hain. Aapko ek ENT specialist ya dentist se milna chahiye taaki woh aapke oral lesions ka direct assessment kar saken. Agar aapko koi aur symptom ya concern ho, toh uske liye bhi specialist se consult karna sahi rahega.",True,0.5,0.5,0.5,True,1.0,1.0,0.25,True,True,False,openai/gpt-oss-20b
P00958,,PMC10712326,skin_dryness,False,,False,,,,False,,0.2,0.0,False,False,False,openai/gpt-oss-20b
P00635,,PMC3591042,neck_swelling,False,,False,,,,False,0.5,,0.0,True,True,False,openai/gpt-oss-20b
P00643,,PMC5771732,mouth_ulcers,True,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai woh sirf skin ki mottled hyperpigmentation (DUH) aur laser treatment se sambandhit hai. Isme aapke muh ke dard, khoon nikalna ya masooron ki samasya ka koi zikr nahi hai. Isliye main aapke symptoms ke liye koi confirmation nahi de sakta. Aapko ek dentist ya oral health specialist se milne ki salah dunga.",True,,,,False,,,0.0,True,True,False,openai/gpt-oss-20b
