sample_id,query_hinglish,report_id,report_text,cmi_bucket
OPENI_0167,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0168,"Doctor, Kya report me pneumonia ya infection ka sign hai?",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0169,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0170,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0171,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0172,"Doctor, Report me koi acute issue nahi hai kya? Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0173,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0174,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0175,"Doctor, right/left chest side me pani ya fluid hai ky? Dil se related issue ka doubt bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0176,kyaa report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0177,"Please explain: Doctor, Dil ka size bada dikh raha hai kya? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0178,"Please explain: Doctor, report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0179,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0180,"Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0181,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0182,"Doctor, kyaa report me pneumonia ya infec ka sign hai? jaldi batao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0183,"Please explain: Doctor, Dil ka size bada dikh raha hai ky? jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0184,"Doctor, Report me koi acute issue nahi hai kya? jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0185,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0186,"Doctor, kyaa report me pneumonia ya infection ka sign hai? jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0187,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0188,"Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0189,Dil ka size bada dikh raha hai kyaa? Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0190,"Doctor, rprt me koi acute issue nahi hai kyaa? jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0191,"Doctor, right/left chest side me pani ya fluid hai kya?",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0192,Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0193,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai. Heart beat fast lag rahi hai, chest pressure bhi hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0194,Kya repot me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0195,"Doctor, Dil ka size bada dikh raha hai kya? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0196,"Doctor, Report me koi acute issue nahi hai ky? Dil se related issue ka doubt bhi hai. jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0197,"Doctor, right/left chest side me pani ya fluid hai kya?",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0198,"Doctor, Kya report me pneumonia ya infec ka sign hai?",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0199,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0200,kyaa report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0201,"Doctor, Dil ka size bada dikh raha hai kya? jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0202,"Please explain: Doctor, Report me koi acute issue nahi hai ky? Cough fever ke symptoms bhi chal rahe hai.",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0203,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0204,ky report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0205,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Mujhe khansi aur bukhar bhi hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0206,"Doctor, kyaa report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0207,"Please explain: Doctor, Dil ka size bada dikh raha hai kya? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0208,Please explain: Report me koi acute issue nahi hai kya? Thoda simple samjhao.,O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0209,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0210,ky report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0211,"Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0212,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0213,"Doctor, Dil ka size bada dikh raha hai kyaa? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0214,Report me koi acute issue nahi hai kya? Thoda simple samjhao.,O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0215,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0216,ky report me pneumonia ya infec ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0217,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai. Heart beat fast lag rahi hai, chest pressure bhi hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0218,kyaa report me pneumonia ya infection ka sign hai?,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0219,"Doctor, Dil ka size bada dikh raha hai kyaa?",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0220,"Report me koi acute issue nahi hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0221,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0222,ky report me pneumonia ya infection ka sign hai?,O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0223,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0224,"Please explain: ky report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0225,"Doctor, Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0226,repot me koi acute issue nahi hai kya?,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0227,"Doctor, right/left chest side me pani ya fluid hai kyaa? Heart beat fast lag rahi hai, chest pressure bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0228,"Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0229,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0230,Kya report me pneumonia ya infxn ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0231,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0232,"Doctor, Report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai.",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0233,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0234,"Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0235,"Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0236,"Doctor, Kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0237,Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0238,"Doctor, Report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0239,"Doctor, right/left chest side me pani ya fluid hai kyaa? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0240,Kya report me pneumonia ya infection ka sign hai? jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0241,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0242,Kya rprt me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0243,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0244,"Doctor, rprt me koi acute issue nahi hai ky? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0245,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0246,ky repot me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0247,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0248,"Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0249,"Please explain: Doctor, Dil ka size bada dikh raha hai ky? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0250,"Doctor, rprt me koi acute issue nahi hai kyaa? jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0251,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0252,Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0253,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0254,"Please explain: Doctor, Kya repot me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0255,"Doctor, Dil ka size bada dikh raha hai ky? Mujhe khansi aur bukhar bhi hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0256,Report me koi acute issue nahi hai ky? Thoda simple samjhao.,O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0257,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0258,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai?",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0259,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0260,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0261,"Doctor, Dil ka size bada dikh raha hai kya?",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0262,"Doctor, rprt me koi acute issue nahi hai kya?",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0263,"Please explain: Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0264,"Doctor, Kya report me pneumonia ya infection ka sign hai?",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0265,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0266,kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0267,"Doctor, Dil ka size bada dikh raha hai ky? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0268,"Doctor, repot me koi acute issue nahi hai kyaa? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0269,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0270,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0271,"Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0272,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0273,Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai.,O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0274,Report me koi acute issue nahi hai kya? jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0275,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0276,Kya report me pneumonia ya infxn ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0277,"Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0278,Kya report me pneumonia ya infection ka sign hai?,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0279,"Please explain: Doctor, Dil ka size bada dikh raha hai kyaa? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0280,rprt me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai.,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0281,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya?",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0282,kyaa rprt me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0283,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0284,"Doctor, Kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0285,Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai.,O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0286,"Please explain: Doctor, Report me koi acute issue nahi hai ky? Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0287,"Please explain: Doctor, right/left chest side me pani ya fluid hai ky? Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0288,"Doctor, Kya report me pneumonia ya infection ka sign hai? jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0289,"Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0290,kyaa report me pneumonia ya infxn ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0291,"Doctor, Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0292,"Please explain: Doctor, report me koi acute issue nahi hai kyaa? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0293,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0294,Please explain: kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0295,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya?",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0296,"Doctor, Kya repot me pneumonia ya infection ka sign hai?",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0297,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0298,"Doctor, Report me koi acute issue nahi hai kya? jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0299,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0300,Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0301,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya?",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0302,Kya report me pneumonia ya infection ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0303,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0304,repot me koi acute issue nahi hai kya? Cough fever ke symptoms bhi chal rahe hai.,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0305,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0306,Kya report me pneumonia ya infec ka sign hai? jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0307,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0308,"Doctor, Kya report me pneumonia ya infec ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0309,Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0310,Report me koi acute issue nahi hai ky? Mujhe khansi aur bukhar bhi hai. jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0311,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0312,Kya repot me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0313,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0314,Please explain: Kya rprt me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0315,Please explain: Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0316,"Doctor, report me koi acute issue nahi hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0317,"Doctor, right/left chest side me pani ya fluid hai ky? Cough fever ke symptoms bhi chal rahe hai. Dil se related issue ka doubt bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0318,"Please explain: Doctor, Kya rprt me pneumonia ya infxn ka sign hai? Dil se related issue ka doubt bhi hai.",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0319,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0320,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0321,Dil ka size bada dikh raha hai kyaa? Mujhe khansi aur bukhar bhi hai. jaldi batao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0322,"Please explain: Doctor, report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0323,"Please explain: Doctor, right/left chest side me pani ya fluid hai ky? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0324,Kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0325,"Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Dil se related issue ka doubt bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0326,"Doctor, Kya repot me pneumonia ya infxn ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0327,"Doctor, Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0328,"Doctor, rprt me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0329,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0330,"Doctor, Kya repot me pneumonia ya infxn ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0331,"Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0332,Kya report me pneumonia ya infection ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0333,Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0334,"Doctor, Report me koi acute issue nahi hai kyaa? Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
