sample_id,query_hinglish,report_id,report_text,target_text,dataset_profile
OPENI_006320,What abnormality is present in this chest X-ray?,OPENI_006320,"FINDINGS: There are midline sternotomy XXXX and mediastinal clips consistent with prior CABG. The heart is enlarged with unfolding of the aorta. There is prominence of the interstitial markings with fluid in the fissures consistent with interstitial edema. There is no focal airspace opacity, large pleural effusion, or pneumothorax. There multilevel degenerative spine changes.. IMPRESSION: 1. Interstitial pulmonary edema. 2. Cardiomegaly.","FINDINGS: There are midline sternotomy XXXX and mediastinal clips consistent with prior CABG. The heart is enlarged with unfolding of the aorta. There is prominence of the interstitial markings with fluid in the fissures consistent with interstitial edema. There is no focal airspace opacity, large pleural effusion, or pneumothorax. There multilevel degenerative spine changes.. IMPRESSION: 1. Interstitial pulmonary edema. 2. Cardiomegaly.",openi
OPENI_005390,What abnormality is present in this chest X-ray?,OPENI_005390,"FINDINGS: There is interval placement of a XXXX on the left chest with the catheter tip in the cavoatrial junction. The heart size is within normal limits. Lung volumes within normal limits. Slightly prominent pulmonary vascularity noted. Increased peribronchial cuffing. No large consolidation, effusion, or pneumothorax. There is subpleural edema outlining the right XXXX fissure.. IMPRESSION: 1. Stable and adequately placed XXXX. 2. Prominent pulmonary vasculature, subpleural edema, and peribronchial cuffing suggestive of volume overload versus viral bronchiolitis.","FINDINGS: There is interval placement of a XXXX on the left chest with the catheter tip in the cavoatrial junction. The heart size is within normal limits. Lung volumes within normal limits. Slightly prominent pulmonary vascularity noted. Increased peribronchial cuffing. No large consolidation, effusion, or pneumothorax. There is subpleural edema outlining the right XXXX fissure.. IMPRESSION: 1. Stable and adequately placed XXXX. 2. Prominent pulmonary vasculature, subpleural edema, and peribronchial cuffing suggestive of volume overload versus viral bronchiolitis.",openi
OPENI_003129,What abnormality is present in this chest X-ray?,OPENI_003129,FINDINGS: The heart size and pulmonary vascularity appear within normal limits. The lungs are free of focal airspace disease. No pleural effusion or pneumothorax is seen. PICC line is in XXXX. The tip is in the upper right atrium.. IMPRESSION: 1. No evidence of active disease.,FINDINGS: The heart size and pulmonary vascularity appear within normal limits. The lungs are free of focal airspace disease. No pleural effusion or pneumothorax is seen. PICC line is in XXXX. The tip is in the upper right atrium.. IMPRESSION: 1. No evidence of active disease.,openi
OPENI_001150,What abnormality is present in this chest X-ray?,OPENI_001150,FINDINGS: . IMPRESSION: The heart size and cardiomediastinal silhouette are within normal limits. Pulmonary vasculature appears normal. There is no focal air space consolidation. No pleural effusion or pneumothorax.,FINDINGS: . IMPRESSION: The heart size and cardiomediastinal silhouette are within normal limits. Pulmonary vasculature appears normal. There is no focal air space consolidation. No pleural effusion or pneumothorax.,openi
OPENI_001076,What abnormality is present in this chest X-ray?,OPENI_001076,"FINDINGS: . IMPRESSION: Mild hyperinflation. Scattered chronic appearing irregular interstitial markings with no focal alveolar consolidation. No definite pleural effusion seen. Heart size near top normal limits, aortic ectasia/tortuosity similar to prior. Right hemidiaphragm eventration. No typical findings of pulmonary edema.","FINDINGS: . IMPRESSION: Mild hyperinflation. Scattered chronic appearing irregular interstitial markings with no focal alveolar consolidation. No definite pleural effusion seen. Heart size near top normal limits, aortic ectasia/tortuosity similar to prior. Right hemidiaphragm eventration. No typical findings of pulmonary edema.",openi
OPENI_001340,What abnormality is present in this chest X-ray?,OPENI_001340,FINDINGS: Lungs are clear. No pleural effusions or pneumothoraces. Heart size is normal with postoperative changes consistent with CABG. Degenerative changes in the thoracic spine.. IMPRESSION: Clear lungs,FINDINGS: Lungs are clear. No pleural effusions or pneumothoraces. Heart size is normal with postoperative changes consistent with CABG. Degenerative changes in the thoracic spine.. IMPRESSION: Clear lungs,openi
OPENI_001329,What abnormality is present in this chest X-ray?,OPENI_001329,"FINDINGS: Chest. Lung volumes are low, but no focal infiltrates are present. Heart and mediastinum remain normal. Abdomen. Multiple slightly distended loops are present from stomach to rectum. Formed stool is present in the rectum.. IMPRESSION: 1. Chest. Hypoinflation with no visible active cardiopulmonary disease. 2. Abdomen. Negative. No mechanical obstruction.","FINDINGS: Chest. Lung volumes are low, but no focal infiltrates are present. Heart and mediastinum remain normal. Abdomen. Multiple slightly distended loops are present from stomach to rectum. Formed stool is present in the rectum.. IMPRESSION: 1. Chest. Hypoinflation with no visible active cardiopulmonary disease. 2. Abdomen. Negative. No mechanical obstruction.",openi
OPENI_001906,What abnormality is present in this chest X-ray?,OPENI_001906,FINDINGS: Normal heart size and mediastinal contour. Right lung base airspace disease on frontal XXXX. XXXX opacities in the left lung base consistent with atelectasis. No pneumothorax. No pleural effusion. Mild wedge XXXX deformity of T12.. IMPRESSION: Right lung base airspace disease and left base atelectasis.,FINDINGS: Normal heart size and mediastinal contour. Right lung base airspace disease on frontal XXXX. XXXX opacities in the left lung base consistent with atelectasis. No pneumothorax. No pleural effusion. Mild wedge XXXX deformity of T12.. IMPRESSION: Right lung base airspace disease and left base atelectasis.,openi
OPENI_002624,What abnormality is present in this chest X-ray?,OPENI_002624,FINDINGS: There's been interval enlargement in the cardiac silhouette. These XXXX't contours are within normal limits. The lungs are normally inflated and clear. Osseous structures are within normal limits for patient age.. IMPRESSION: 1. No acute radiographic cardiopulmonary process. 2. Interval development of cardiomegaly.,FINDINGS: There's been interval enlargement in the cardiac silhouette. These XXXX't contours are within normal limits. The lungs are normally inflated and clear. Osseous structures are within normal limits for patient age.. IMPRESSION: 1. No acute radiographic cardiopulmonary process. 2. Interval development of cardiomegaly.,openi
OPENI_005328,What abnormality is present in this chest X-ray?,OPENI_005328,"FINDINGS: Lung volumes are low. Prominent increased interstitial markings in both lungs are unchanged in the interval. Bullae are present both upper lobes, right worse than left. No pleural air collections. Heart size normal.. IMPRESSION: Chronic interstitial and bullous disease. No acute findings.","FINDINGS: Lung volumes are low. Prominent increased interstitial markings in both lungs are unchanged in the interval. Bullae are present both upper lobes, right worse than left. No pleural air collections. Heart size normal.. IMPRESSION: Chronic interstitial and bullous disease. No acute findings.",openi
OPENI_006075,What abnormality is present in this chest X-ray?,OPENI_006075,FINDINGS: Heart size and pulmonary vascularity appear within normal limits. There is mild tortuosity to the descending thoracic aorta. The lungs are free of focal airspace disease. No pleural effusion or pneumothorax is seen. No discrete nodules or adenopathy are noted. Degenerative changes are present in the spine.. IMPRESSION: No evidence of active disease.,FINDINGS: Heart size and pulmonary vascularity appear within normal limits. There is mild tortuosity to the descending thoracic aorta. The lungs are free of focal airspace disease. No pleural effusion or pneumothorax is seen. No discrete nodules or adenopathy are noted. Degenerative changes are present in the spine.. IMPRESSION: No evidence of active disease.,openi
OPENI_004681,What abnormality is present in this chest X-ray?,OPENI_004681,FINDINGS: On the right there is marked narrowing of the hip joint space uniformly throughout. Osteophyte formation is present with some sclerosis and subchondral cyst formation vertically along the superior acetabulum and femoral head. I do not see evidence for fracture or destructive process. AP view of the femur shows no femoral XXXX destructive process or other significant abnormality. For of the Left hip shows near-complete obliteration of the joint space with severe subchondral sclerosis and cystic formation in both the superior acetabulum and superior aspect of the femoral head. No fracture or destructive process is identified. Surgical markers were XXXX in the images and left hip for the purpose of surgical planning. PA and lateral chest show the lungs to be clear. There may be some hyperinflation. No pleural effusion is identified. The heart is normal in size. There are calcified mediastinal lymph XXXX. The skeletal structures appear normal.. IMPRESSION: 1.Severe arthritic changes in both hips left worse than right. 2. Possible COPD but no acute pulmonary disease.,FINDINGS: On the right there is marked narrowing of the hip joint space uniformly throughout. Osteophyte formation is present with some sclerosis and subchondral cyst formation vertically along the superior acetabulum and femoral head. I do not see evidence for fracture or destructive process. AP view of the femur shows no femoral XXXX destructive process or other significant abnormality. For of the Left hip shows near-complete obliteration of the joint space with severe subchondral sclerosis and cystic formation in both the superior acetabulum and superior aspect of the femoral head. No fracture or destructive process is identified. Surgical markers were XXXX in the images and left hip for the purpose of surgical planning. PA and lateral chest show the lungs to be clear. There may be some hyperinflation. No pleural effusion is identified. The heart is normal in size. There are calcified mediastinal lymph XXXX. The skeletal structures appear normal.. IMPRESSION: 1.Severe arthritic changes in both hips left worse than right. 2. Possible COPD but no acute pulmonary disease.,openi
OPENI_006569,What abnormality is present in this chest X-ray?,OPENI_006569,"FINDINGS: The trachea is midline. The cardiomediastinal silhouette appears normal. There are no acute infiltrates, effusions. There is no evidence of pneumothorax. Visualized bony structures are intact with no acute abnormalities.. IMPRESSION: Normal chest x-XXXX","FINDINGS: The trachea is midline. The cardiomediastinal silhouette appears normal. There are no acute infiltrates, effusions. There is no evidence of pneumothorax. Visualized bony structures are intact with no acute abnormalities.. IMPRESSION: Normal chest x-XXXX",openi
OPENI_000240,What abnormality is present in this chest X-ray?,OPENI_000240,"FINDINGS: No focal consolidation, pneumothorax, or pleural effusion. Cardiomediastinal silhouette is stable and unremarkable. No acute osseous abnormalities are identified.. IMPRESSION: No acute cardiopulmonary abnormality..","FINDINGS: No focal consolidation, pneumothorax, or pleural effusion. Cardiomediastinal silhouette is stable and unremarkable. No acute osseous abnormalities are identified.. IMPRESSION: No acute cardiopulmonary abnormality..",openi
OPENI_003219,What abnormality is present in this chest X-ray?,OPENI_003219,"FINDINGS: Heart size and mediastinal contours are within normal limits. There is no pneumothorax, pleural effusion, focal airspace consolidation.. IMPRESSION: No acute cardiopulmonary findings.","FINDINGS: Heart size and mediastinal contours are within normal limits. There is no pneumothorax, pleural effusion, focal airspace consolidation.. IMPRESSION: No acute cardiopulmonary findings.",openi
OPENI_004669,What abnormality is present in this chest X-ray?,OPENI_004669,FINDINGS: The heart and lungs have XXXX XXXX in the interval. Both lungs are clear and expanded. Heart and mediastinum normal.. IMPRESSION: No active disease.,FINDINGS: The heart and lungs have XXXX XXXX in the interval. Both lungs are clear and expanded. Heart and mediastinum normal.. IMPRESSION: No active disease.,openi
OPENI_004715,What abnormality is present in this chest X-ray?,OPENI_004715,FINDINGS: The lungs are clear without evidence of focal airspace disease. There is no evidence of pneumothorax or large pleural effusion. The cardiac and mediastinal contours are within normal limits. The XXXX are unremarkable.. IMPRESSION: No radiographic evidence of acute cardiopulmonary disease.,FINDINGS: The lungs are clear without evidence of focal airspace disease. There is no evidence of pneumothorax or large pleural effusion. The cardiac and mediastinal contours are within normal limits. The XXXX are unremarkable.. IMPRESSION: No radiographic evidence of acute cardiopulmonary disease.,openi
OPENI_005861,What abnormality is present in this chest X-ray?,OPENI_005861,"FINDINGS: . IMPRESSION: Stable appearing chest with low lung volumes. Reticulonodular changes in left lung base and periphery of left lung most XXXX representing chronic inflammatory change. Also some peripheral XXXX fibrotic appearing opacity in the periphery the right upper lobe, grossly stable. No XXXX acute airspace consolidation. Stable mediastinal contour.","FINDINGS: . IMPRESSION: Stable appearing chest with low lung volumes. Reticulonodular changes in left lung base and periphery of left lung most XXXX representing chronic inflammatory change. Also some peripheral XXXX fibrotic appearing opacity in the periphery the right upper lobe, grossly stable. No XXXX acute airspace consolidation. Stable mediastinal contour.",openi
OPENI_002604,What abnormality is present in this chest X-ray?,OPENI_002604,"FINDINGS: Cardiomediastinal silhouette is unchanged with mild cardiomegaly. There is relative elevation of the right hemidiaphragm consistent with history of right lower lobectomy, without focal consolidation, pneumothorax, or effusion identified. Irregularity of the right fifth and sixth ribs stable since at XXXX XXXX and XXXX postsurgical/post traumatic in XXXX. Left shoulder rotator XXXX bone anchor noted. No acute osseous abnormality identified.. IMPRESSION: Surgical changes of the right hemithorax and mild cardiomegaly without acute cardiopulmonary abnormality identified. .","FINDINGS: Cardiomediastinal silhouette is unchanged with mild cardiomegaly. There is relative elevation of the right hemidiaphragm consistent with history of right lower lobectomy, without focal consolidation, pneumothorax, or effusion identified. Irregularity of the right fifth and sixth ribs stable since at XXXX XXXX and XXXX postsurgical/post traumatic in XXXX. Left shoulder rotator XXXX bone anchor noted. No acute osseous abnormality identified.. IMPRESSION: Surgical changes of the right hemithorax and mild cardiomegaly without acute cardiopulmonary abnormality identified. .",openi
OPENI_002595,What abnormality is present in this chest X-ray?,OPENI_002595,"FINDINGS: Heart size is normal. Prior calcified granulomatous disease. On the lateral view in the anterior costophrenic XXXX, there is a 2.1 x 2 cm nodular density which seems to be present previously but is more nodular in appearance on this examination. No pleural effusion or pneumothorax. Endplate degenerative changes of the thoracolumbar spine and mild scoliosis are unchanged.. IMPRESSION: 2.1 cm nodular density in the anterior costophrenic XXXX on the lateral view, which could represent overlapping shadows or actual pulmonary nodule. Recommend followup with chest CT.","FINDINGS: Heart size is normal. Prior calcified granulomatous disease. On the lateral view in the anterior costophrenic XXXX, there is a 2.1 x 2 cm nodular density which seems to be present previously but is more nodular in appearance on this examination. No pleural effusion or pneumothorax. Endplate degenerative changes of the thoracolumbar spine and mild scoliosis are unchanged.. IMPRESSION: 2.1 cm nodular density in the anterior costophrenic XXXX on the lateral view, which could represent overlapping shadows or actual pulmonary nodule. Recommend followup with chest CT.",openi
OPENI_006611,What abnormality is present in this chest X-ray?,OPENI_006611,"FINDINGS: The lungs are clear bilaterally. Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion.. Cardiomediastinal silhouette is unremarkable. Visualized osseous structures of the thorax are without acute abnormality.. IMPRESSION: No acute cardiopulmonary abnormality.","FINDINGS: The lungs are clear bilaterally. Specifically, no evidence of focal consolidation, pneumothorax, or pleural effusion.. Cardiomediastinal silhouette is unremarkable. Visualized osseous structures of the thorax are without acute abnormality.. IMPRESSION: No acute cardiopulmonary abnormality.",openi
OPENI_000707,What abnormality is present in this chest X-ray?,OPENI_000707,"FINDINGS: There are diffuse bilateral interstitial and alveolar opacities consistent with chronic obstructive lung disease and bullous emphysema. There are irregular opacities in the left lung apex, that could represent a cavitary lesion in the left lung apex.There are streaky opacities in the right upper lobe, XXXX scarring. The cardiomediastinal silhouette is normal in size and contour. There is no pneumothorax or large pleural effusion.. IMPRESSION: 1. Bullous emphysema and interstitial fibrosis. 2. Probably scarring in the left apex, although difficult to exclude a cavitary lesion. 3. Opacities in the bilateral upper lobes could represent scarring, however the absence of comparison exam, recommend short interval followup radiograph or CT thorax to document resolution.","FINDINGS: There are diffuse bilateral interstitial and alveolar opacities consistent with chronic obstructive lung disease and bullous emphysema. There are irregular opacities in the left lung apex, that could represent a cavitary lesion in the left lung apex.There are streaky opacities in the right upper lobe, XXXX scarring. The cardiomediastinal silhouette is normal in size and contour. There is no pneumothorax or large pleural effusion.. IMPRESSION: 1. Bullous emphysema and interstitial fibrosis. 2. Probably scarring in the left apex, although difficult to exclude a cavitary lesion. 3. Opacities in the bilateral upper lobes could represent scarring, however the absence of comparison exam, recommend short interval followup radiograph or CT thorax to document resolution.",openi
OPENI_003625,What abnormality is present in this chest X-ray?,OPENI_003625,FINDINGS: The lungs are clear. The cardiomediastinal silhouette is within normal limits. No pneumothorax or pleural effusion.. IMPRESSION: Negative chest .,FINDINGS: The lungs are clear. The cardiomediastinal silhouette is within normal limits. No pneumothorax or pleural effusion.. IMPRESSION: Negative chest .,openi
OPENI_005363,What abnormality is present in this chest X-ray?,OPENI_005363,FINDINGS: . IMPRESSION: No focal lung consolidation. No pneumothorax or large pleural effusion. There is marked cardiomegaly. Aortic calcifications consistent with atherosclerotic disease. Degenerative changes of the thoracic spine and right shoulder.,FINDINGS: . IMPRESSION: No focal lung consolidation. No pneumothorax or large pleural effusion. There is marked cardiomegaly. Aortic calcifications consistent with atherosclerotic disease. Degenerative changes of the thoracic spine and right shoulder.,openi
OPENI_003793,What abnormality is present in this chest X-ray?,OPENI_003793,"FINDINGS: The cardiomediastinal silhouette is within normal limits for appearance. No focal areas of pulmonary consolidation. Calcified lymph XXXX are identified in the left infrahilar region. No pneumothorax. No pleural effusion. No acute, displaced rib fractures identified.. IMPRESSION: 1. No acute intrathoracic abnormality.","FINDINGS: The cardiomediastinal silhouette is within normal limits for appearance. No focal areas of pulmonary consolidation. Calcified lymph XXXX are identified in the left infrahilar region. No pneumothorax. No pleural effusion. No acute, displaced rib fractures identified.. IMPRESSION: 1. No acute intrathoracic abnormality.",openi
OPENI_006589,What abnormality is present in this chest X-ray?,OPENI_006589,"FINDINGS: Right jugular XXXX catheter present with tip overlying the lower SVC. Curvilinear density projecting over the upper chest appears external on the lateral projection. Correlate clinically. Normal heart size and mediastinal contour appear normal pulmonary vascularity. XXXX scar/subsegmental atelectasis in the lingula. No focal airspace consolidation, pleural effusion, or pneumothorax. No acute osseous findings. Mild degenerative changes of the spine.. IMPRESSION: No acute cardiopulmonary findings.","FINDINGS: Right jugular XXXX catheter present with tip overlying the lower SVC. Curvilinear density projecting over the upper chest appears external on the lateral projection. Correlate clinically. Normal heart size and mediastinal contour appear normal pulmonary vascularity. XXXX scar/subsegmental atelectasis in the lingula. No focal airspace consolidation, pleural effusion, or pneumothorax. No acute osseous findings. Mild degenerative changes of the spine.. IMPRESSION: No acute cardiopulmonary findings.",openi
OPENI_003384,What abnormality is present in this chest X-ray?,OPENI_003384,FINDINGS: . IMPRESSION: No comparison chest x-XXXX. Well-expanded and clear lungs. Mediastinal contour within normal limits. No acute cardiopulmonary abnormality identified.,FINDINGS: . IMPRESSION: No comparison chest x-XXXX. Well-expanded and clear lungs. Mediastinal contour within normal limits. No acute cardiopulmonary abnormality identified.,openi
OPENI_002587,What abnormality is present in this chest X-ray?,OPENI_002587,FINDINGS: No pneumothorax. Heart size is normal. No large pleural effusions. No focal airspace consolidation.. IMPRESSION: No acute cardiopulmonary abnormalities.,FINDINGS: No pneumothorax. Heart size is normal. No large pleural effusions. No focal airspace consolidation.. IMPRESSION: No acute cardiopulmonary abnormalities.,openi
OPENI_002597,What abnormality is present in this chest X-ray?,OPENI_002597,FINDINGS: Lungs are clear bilaterally. Cardiac and mediastinal silhouettes are normal. Pulmonary vasculature is normal. No pneumothorax or pleural effusion. No acute bony abnormality.. IMPRESSION: No acute cardiopulmonary abnormality.,FINDINGS: Lungs are clear bilaterally. Cardiac and mediastinal silhouettes are normal. Pulmonary vasculature is normal. No pneumothorax or pleural effusion. No acute bony abnormality.. IMPRESSION: No acute cardiopulmonary abnormality.,openi
OPENI_001375,What abnormality is present in this chest X-ray?,OPENI_001375,FINDINGS: Normal heart. Clear lungs. Stable calcified granuloma left midlung. No pneumothorax. No pleural effusion. Midline trachea.. IMPRESSION: Normal chest exam.,FINDINGS: Normal heart. Clear lungs. Stable calcified granuloma left midlung. No pneumothorax. No pleural effusion. Midline trachea.. IMPRESSION: Normal chest exam.,openi
OPENI_002411,What abnormality is present in this chest X-ray?,OPENI_002411,FINDINGS: There is mild hyperinflation. There is no focal consolidation. There is no pneumothorax or large pleural effusion. The cardiomediastinal contours are grossly unremarkable. The heart size is within normal limits. cardiac XXXX generator overlies the left upper thorax with XXXX XXXX tips overlying the right atrium and ventricles.. IMPRESSION: No acute cardiopulmonary findings. .,FINDINGS: There is mild hyperinflation. There is no focal consolidation. There is no pneumothorax or large pleural effusion. The cardiomediastinal contours are grossly unremarkable. The heart size is within normal limits. cardiac XXXX generator overlies the left upper thorax with XXXX XXXX tips overlying the right atrium and ventricles.. IMPRESSION: No acute cardiopulmonary findings. .,openi
OPENI_004261,What abnormality is present in this chest X-ray?,OPENI_004261,FINDINGS: There is a moderate right-sided pneumothorax measuring approximately 3.3 cm in the right apex. There is a minimally displaced right lateral 8th rib fracture and probable nondisplaced right lateral 7th rib fracture. Cardiomediastinal silhouette is within normal limits. Left lung is clear.. IMPRESSION: 1. Moderate right-sided pneumothorax measuring approximately 3.3 cm in the right apex. 2. Minimally displaced right lateral 8th rib fracture probable nondisplaced right lateral 7th rib fracture.,FINDINGS: There is a moderate right-sided pneumothorax measuring approximately 3.3 cm in the right apex. There is a minimally displaced right lateral 8th rib fracture and probable nondisplaced right lateral 7th rib fracture. Cardiomediastinal silhouette is within normal limits. Left lung is clear.. IMPRESSION: 1. Moderate right-sided pneumothorax measuring approximately 3.3 cm in the right apex. 2. Minimally displaced right lateral 8th rib fracture probable nondisplaced right lateral 7th rib fracture.,openi
OPENI_001761,What abnormality is present in this chest X-ray?,OPENI_001761,"FINDINGS: Lung volumes are decreased from XXXX, and there is resultant bronchovascular crowding. No evidence of focal airspace disease. No definite pleural effusion or pneumothorax. Cardiomediastinal silhouette is within normal limits given the low lung volumes. No free subdiaphragmatic air. Grossly stable mild degenerative changes of the right lower thoracic spine.. IMPRESSION: No acute pulmonary disease.","FINDINGS: Lung volumes are decreased from XXXX, and there is resultant bronchovascular crowding. No evidence of focal airspace disease. No definite pleural effusion or pneumothorax. Cardiomediastinal silhouette is within normal limits given the low lung volumes. No free subdiaphragmatic air. Grossly stable mild degenerative changes of the right lower thoracic spine.. IMPRESSION: No acute pulmonary disease.",openi
OPENI_002657,What abnormality is present in this chest X-ray?,OPENI_002657,FINDINGS: Soft tissue neck. The airway is XXXX. No laryngeal edema. Laryngeal XXXX intact. Cervical spine intact. Chest. The heart is large. Diffuse parahilar and alveolar consolidations are present. Bilateral costophrenic XXXX blunting is present.. IMPRESSION: 1. Soft tissue neck negative. 2. Chest. Heart failure with pulmonary alveolar edema and pleural effusion.,FINDINGS: Soft tissue neck. The airway is XXXX. No laryngeal edema. Laryngeal XXXX intact. Cervical spine intact. Chest. The heart is large. Diffuse parahilar and alveolar consolidations are present. Bilateral costophrenic XXXX blunting is present.. IMPRESSION: 1. Soft tissue neck negative. 2. Chest. Heart failure with pulmonary alveolar edema and pleural effusion.,openi
OPENI_004428,What abnormality is present in this chest X-ray?,OPENI_004428,FINDINGS: Lungs are clear. No pleural effusions or pneumothoraces. Heart and mediastinum of normal size and contour.. IMPRESSION: Clear lungs.,FINDINGS: Lungs are clear. No pleural effusions or pneumothoraces. Heart and mediastinum of normal size and contour.. IMPRESSION: Clear lungs.,openi
OPENI_005461,What abnormality is present in this chest X-ray?,OPENI_005461,FINDINGS: The heart is normal in size. The mediastinum is unremarkable. The lungs are clear.. IMPRESSION: No acute disease.,FINDINGS: The heart is normal in size. The mediastinum is unremarkable. The lungs are clear.. IMPRESSION: No acute disease.,openi
OPENI_004376,What abnormality is present in this chest X-ray?,OPENI_004376,FINDINGS: The lungs are clear. There are calcified left hilar lymph XXXX. The heart and mediastinum are normal. The skeletal structures are notable for an old apparent fracture at T12-L1 or congenital fusion unchanged from the prior study.. IMPRESSION: 1. No acute pulmonary disease. 2. Possible old injury or developmental anomaly partially T12-L1.,FINDINGS: The lungs are clear. There are calcified left hilar lymph XXXX. The heart and mediastinum are normal. The skeletal structures are notable for an old apparent fracture at T12-L1 or congenital fusion unchanged from the prior study.. IMPRESSION: 1. No acute pulmonary disease. 2. Possible old injury or developmental anomaly partially T12-L1.,openi
OPENI_006298,What abnormality is present in this chest X-ray?,OPENI_006298,FINDINGS: Heart size and pulmonary vascularity appear within normal limits. Calcified granuloma is present in the right base. No pneumothorax or pleural effusion is seen. In the lateral right base is identified an ill-defined somewhat oblong opacity. This was not present on the previous study. The remainder of the lungs appear clear.. IMPRESSION: 1. Ill-defined oblong opacity in the lateral right base. This may represent pleural based process. The exact XXXX is unclear. Followup exam is suggested to confirm clearing or stability.,FINDINGS: Heart size and pulmonary vascularity appear within normal limits. Calcified granuloma is present in the right base. No pneumothorax or pleural effusion is seen. In the lateral right base is identified an ill-defined somewhat oblong opacity. This was not present on the previous study. The remainder of the lungs appear clear.. IMPRESSION: 1. Ill-defined oblong opacity in the lateral right base. This may represent pleural based process. The exact XXXX is unclear. Followup exam is suggested to confirm clearing or stability.,openi
OPENI_000477,What abnormality is present in this chest X-ray?,OPENI_000477,FINDINGS: The heart is normal in size and contour. There is no mediastinal widening. The lungs are clear bilaterally. No large pleural effusion or pneumothorax. The XXXX are intact.. IMPRESSION: No acute cardiopulmonary abnormalities.,FINDINGS: The heart is normal in size and contour. There is no mediastinal widening. The lungs are clear bilaterally. No large pleural effusion or pneumothorax. The XXXX are intact.. IMPRESSION: No acute cardiopulmonary abnormalities.,openi
OPENI_004036,What abnormality is present in this chest X-ray?,OPENI_004036,FINDINGS: Heart size is within normal limits. Trachea is midline. The lung volumes are slightly on the low side. Lungs are otherwise clear without pleural effusion or pneumothorax. No focal consolidations. No bony or soft tissue abnormalities.. IMPRESSION: No acute cardiopulmonary abnormality.,FINDINGS: Heart size is within normal limits. Trachea is midline. The lung volumes are slightly on the low side. Lungs are otherwise clear without pleural effusion or pneumothorax. No focal consolidations. No bony or soft tissue abnormalities.. IMPRESSION: No acute cardiopulmonary abnormality.,openi
OPENI_006092,What abnormality is present in this chest X-ray?,OPENI_006092,"FINDINGS: Borderline cardiomegaly, XXXX at XXXX partially accentuated by low lung volumes. Right upper lobe calcified granuloma. No focal consolidation, pneumothorax or large pleural effusion. Negative for acute bone abnormality.. IMPRESSION: Low lung volumes, otherwise clear.","FINDINGS: Borderline cardiomegaly, XXXX at XXXX partially accentuated by low lung volumes. Right upper lobe calcified granuloma. No focal consolidation, pneumothorax or large pleural effusion. Negative for acute bone abnormality.. IMPRESSION: Low lung volumes, otherwise clear.",openi
OPENI_003090,What abnormality is present in this chest X-ray?,OPENI_003090,FINDINGS: . IMPRESSION: Heart size is normal. Lungs are clear. Minimal platelike atelectasis left base.,FINDINGS: . IMPRESSION: Heart size is normal. Lungs are clear. Minimal platelike atelectasis left base.,openi
OPENI_005383,What abnormality is present in this chest X-ray?,OPENI_005383,FINDINGS: There are no focal areas of consolidation. No pleural effusions. No pneumothorax. Heart size within normal limits. Calcified granulomas. Degenerative changes thoracic spine.. IMPRESSION: ,FINDINGS: There are no focal areas of consolidation. No pleural effusions. No pneumothorax. Heart size within normal limits. Calcified granulomas. Degenerative changes thoracic spine.. IMPRESSION: ,openi
OPENI_005696,What abnormality is present in this chest X-ray?,OPENI_005696,"FINDINGS: The cardiomediastinal silhouette is normal in size and contour. Low lung volumes without focal consolidation, pneumothorax or large pleural effusion. Negative for acute bone abnormality.. IMPRESSION: Low lung volumes, otherwise clear.","FINDINGS: The cardiomediastinal silhouette is normal in size and contour. Low lung volumes without focal consolidation, pneumothorax or large pleural effusion. Negative for acute bone abnormality.. IMPRESSION: Low lung volumes, otherwise clear.",openi
OPENI_003440,What abnormality is present in this chest X-ray?,OPENI_003440,"FINDINGS: Heart size normal. Lungs XXXX clear. XXXX XXXX normal. No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses.. IMPRESSION: Normal chest","FINDINGS: Heart size normal. Lungs XXXX clear. XXXX XXXX normal. No pneumonia, effusions, edema, pneumothorax, adenopathy, nodules or masses.. IMPRESSION: Normal chest",openi
OPENI_001407,What abnormality is present in this chest X-ray?,OPENI_001407,"FINDINGS: The lungs are clear, and without focal air space opacity. The cardiomediastinal silhouette is normal in size and contour, and stable. There is no pneumothorax large pleural effusion.. IMPRESSION: No acute cardiopulmonary abnormality.","FINDINGS: The lungs are clear, and without focal air space opacity. The cardiomediastinal silhouette is normal in size and contour, and stable. There is no pneumothorax large pleural effusion.. IMPRESSION: No acute cardiopulmonary abnormality.",openi
OPENI_005479,What abnormality is present in this chest X-ray?,OPENI_005479,"FINDINGS: Heart size within normal limits. Small, nodular opacity in the right upper lobe. This does not look like an acute infiltrate, and more XXXX represents a granuloma. No pneumothorax or effusions.. IMPRESSION: No acute findings, no evidence for active TB.","FINDINGS: Heart size within normal limits. Small, nodular opacity in the right upper lobe. This does not look like an acute infiltrate, and more XXXX represents a granuloma. No pneumothorax or effusions.. IMPRESSION: No acute findings, no evidence for active TB.",openi
OPENI_000562,What abnormality is present in this chest X-ray?,OPENI_000562,FINDINGS: Mediastinal contours are normal. Lungs are clear. There is no pneumothorax or large pleural effusion.. IMPRESSION: No acute cardiopulmonary abnormality.,FINDINGS: Mediastinal contours are normal. Lungs are clear. There is no pneumothorax or large pleural effusion.. IMPRESSION: No acute cardiopulmonary abnormality.,openi
