sample_id,query_hinglish,report_id,report_text,cmi_bucket
MMCQSD_0193,Skin pe laalpan aur sujan hai ky image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0194,Please explain: Kaan ke infxn ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0195,"Doctor, Aankh me redness aur pani aa raha hai, report ky bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0196,Please explain: Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0197,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0198,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0199,"Doctor, Skin pe laalpan aur sujan hai kya image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0200,Kaan ke infec ka sign mil raha hai kya? Thoda simple samjhao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0201,"Please explain: Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0202,Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0203,"Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0204,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0205,Please explain: Skin pe laalpan aur sujan hai kya image report me?,M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0206,Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0207,"Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0208,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0209,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0210,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0211,Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0212,Kaan ke infection ka sign mil raha hai ky?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0213,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0214,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0215,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0216,Is clinical query ka simple Hinglish summary do.,M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0217,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0218,"Doctor, Kaan ke infection ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0219,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0220,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0221,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0222,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0223,"Doctor, Skin pe laalpan aur sujan hai ky image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0224,Kaan ke infec ka sign mil raha hai kya?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0225,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0226,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0227,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0228,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0229,Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0230,"Doctor, Kaan ke infxn ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0231,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0232,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0233,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0234,"Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0235,Skin pe laalpan aur sujan hai ky image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0236,"Please explain: Doctor, Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0237,"Aankh me redness aur pani aa raha hai, rprt ky bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0238,Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0239,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0240,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0241,Skin pe laalpan aur sujan hai ky image report me?,M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0242,"Please explain: Doctor, Kaan ke infection ka sign mil raha hai kya?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0243,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0244,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0245,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0246,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0247,Skin pe laalpan aur sujan hai kyaa image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0248,"Doctor, Kaan ke infection ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0249,"Aankh me redness aur pani aa raha hai, rprt kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0250,Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0251,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0252,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0253,"Doctor, Skin pe laalpan aur sujan hai kya image repot me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0254,"Please explain: Doctor, Kaan ke infection ka sign mil raha hai ky?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0255,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0256,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0257,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0258,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0259,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0260,Please explain: Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0261,"Aankh me redness aur pani aa raha hai, report ky bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0262,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0263,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0264,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0265,"Doctor, Skin pe laalpan aur sujan hai ky image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0266,"Please explain: Doctor, Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0267,"Please explain: Aankh me redness aur pani aa raha hai, rprt kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0268,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0269,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0270,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0271,"Doctor, Skin pe laalpan aur sujan hai kya image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0272,"Doctor, Kaan ke infxn ka sign mil raha hai kya?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0273,"Doctor, Aankh me redness aur pani aa raha hai, rprt ky bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0274,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0275,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0276,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0277,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0278,"Doctor, Kaan ke infection ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0279,"Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0280,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0281,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0282,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0283,Skin pe laalpan aur sujan hai kya image repot me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0284,Kaan ke infxn ka sign mil raha hai kya?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0285,"Please explain: Doctor, Aankh me redness aur pani aa raha hai, rprt kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0286,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0287,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0288,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0289,Please explain: Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0290,"Doctor, Kaan ke infec ka sign mil raha hai kya? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0291,"Doctor, Aankh me redness aur pani aa raha hai, rprt kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0292,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0293,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0294,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0295,"Doctor, Skin pe laalpan aur sujan hai kya image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0296,Kaan ke infection ka sign mil raha hai ky? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0297,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0298,Please explain: Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0299,Is clinical query ka simple Hinglish summary do. jaldi batao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0300,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0301,Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0302,Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0303,"Aankh me redness aur pani aa raha hai, report ky bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0304,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0305,"Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0306,Is clinical query ka simple Hinglish summary do.,M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0307,"Doctor, Skin pe laalpan aur sujan hai kya image rprt me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0308,Kaan ke infec ka sign mil raha hai kya?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0309,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0310,Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0311,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0312,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0313,Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0314,Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0315,"Please explain: Aankh me redness aur pani aa raha hai, report kyaa bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0316,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0317,"Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0318,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0319,"Doctor, Skin pe laalpan aur sujan hai ky image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0320,Kaan ke infxn ka sign mil raha hai ky?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0321,"Doctor, Aankh me redness aur pani aa raha hai, rprt kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0322,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0323,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0324,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0325,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0326,"Doctor, Kaan ke infection ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0327,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0328,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0329,"Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0330,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0331,"Please explain: Doctor, Skin pe laalpan aur sujan hai kya image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0332,Kaan ke infxn ka sign mil raha hai kya? Thoda simple samjhao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0333,"Aankh me redness aur pani aa raha hai, rprt kya bolti hai?",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,low
MMCQSD_0334,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0335,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0336,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0337,"Doctor, Skin pe laalpan aur sujan hai kya image rprt me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0338,"Doctor, Kaan ke infec ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0339,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0340,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0341,"Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0342,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0343,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0344,"Doctor, Kaan ke infection ka sign mil raha hai kya? jaldi batao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0345,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0346,Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0347,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0348,Please explain: Is clinical query ka simple Hinglish summary do.,M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0349,"Please explain: Doctor, Skin pe laalpan aur sujan hai kya image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
MMCQSD_0350,Please explain: Kaan ke infection ka sign mil raha hai kya? jaldi batao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,high
MMCQSD_0351,"Doctor, Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0352,"Doctor, Is clinical query ka simple Hinglish summary do.",M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0353,Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0354,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0355,"Doctor, Skin pe laalpan aur sujan hai kya image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0356,"Please explain: Doctor, Kaan ke infection ka sign mil raha hai kya?",M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0357,"Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0358,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.",M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0359,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",medium
MMCQSD_0360,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0361,Please explain: Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0362,Please explain: Kaan ke infec ka sign mil raha hai kya?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0363,"Please explain: Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0364,Please explain: Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0365,"Please explain: Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0366,Please explain: Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0367,Skin pe laalpan aur sujan hai kya image report me? jaldi batao.,M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0368,"Doctor, Kaan ke infection ka sign mil raha hai kya? Thoda simple samjhao.",M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0369,"Aankh me redness aur pani aa raha hai, report kya bolti hai? jaldi batao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,high
MMCQSD_0370,Please explain: Is clinical query ka simple Hinglish summary do.,M004,Mild sinus mucosal thickening without fluid level.,low
MMCQSD_0371,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",high
MMCQSD_0372,"Doctor, Is clinical query ka simple Hinglish summary do.",M006,No acute abnormality detected in provided clinical image summary.,low
MMCQSD_0373,"Doctor, Skin pe laalpan aur sujan hai kya image report me? jaldi batao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,high
MMCQSD_0374,Kaan ke infxn ka sign mil raha hai kya?,M002,Otitis externa signs with canal edema; tympanic membrane intact.,low
MMCQSD_0375,"Aankh me redness aur pani aa raha hai, report kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0376,"Doctor, Is clinical query ka simple Hinglish summary do. jaldi batao.",M004,Mild sinus mucosal thickening without fluid level.,high
MMCQSD_0377,"Doctor, Is clinical query ka simple Hinglish summary do.",M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0378,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M006,No acute abnormality detected in provided clinical image summary.,medium
MMCQSD_0379,"Doctor, Skin pe laalpan aur sujan hai kyaa image report me? Thoda simple samjhao.",M001,Skin erythema over forearm with mild edema; no abscess formation.,medium
MMCQSD_0380,Please explain: Kaan ke infec ka sign mil raha hai kyaa? Thoda simple samjhao.,M002,Otitis externa signs with canal edema; tympanic membrane intact.,medium
MMCQSD_0381,"Doctor, Aankh me redness aur pani aa raha hai, rprt kya bolti hai? Thoda simple samjhao.",M003,Conjunctival congestion with watery discharge; no corneal ulcer.,medium
MMCQSD_0382,Is clinical query ka simple Hinglish summary do. Thoda simple samjhao.,M004,Mild sinus mucosal thickening without fluid level.,medium
MMCQSD_0383,Please explain: Is clinical query ka simple Hinglish summary do.,M005,"Localized soft tissue swelling around ankle, no fracture line seen.",low
MMCQSD_0384,Is clinical query ka simple Hinglish summary do. jaldi batao.,M006,No acute abnormality detected in provided clinical image summary.,high
MMCQSD_0385,"Doctor, Skin pe laalpan aur sujan hai ky image report me?",M001,Skin erythema over forearm with mild edema; no abscess formation.,low
