sample_id,query_hinglish,expected_report_id,retrieved_top1_report_id,retrieved_report_ids,retrieval_top1_hit,retrieval_topk_hit,retrieval_score_top1,top1_evidence_text,retrieved_evidence_text,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination
S0033,"Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'hyperinflated' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R013,R013,R013|R004|R020|R010|R005,1,1,0.7901292872428894,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || No acute cardiopulmonary abnormality detected.,"Query: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'hyperinflated' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par no acute abnormality ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'hyperinflated' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0034,"Saas lene me problem hai, lungs me kuch collapse jaisa hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R014,R014,R014|R006|R002|R013|R016,1,1,0.5727198117309146,"Left basilar opacity, could represent subsegmental atelectasis.","Left basilar opacity, could represent subsegmental atelectasis. || Small left pleural effusion with adjacent basal atelectasis.","Query: Saas lene me problem hai, lungs me kuch collapse jaisa hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par atelectasis ka possibility lag sakta hai. breathing difficulty needs correlation, lekin bina report evidence final confirmation possible nahi hai.","Query: Saas lene me problem hai, lungs me kuch collapse jaisa hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Left basilar opacity, could represent subsegmental atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0035,"Please explain: Doctor, meri report ka simple Hinglish meaning batao please. Report me 'thickening' term ka matlab kya hai? Thoda simple Hinglish me samjhao.",R015,R015,R015|R005|R004|R003|R002,1,1,0.3106308069494035,Mild bilateral pleural thickening without active disease.,Mild bilateral pleural thickening without active disease. || Bibasilar atelectatic changes are seen.,"Query: Please explain: Doctor, meri report ka simple Hinglish meaning batao please. Report me 'thickening' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Symptoms ke basis par chest condition ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Doctor, meri report ka simple Hinglish meaning batao please. Report me 'thickening' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Mild bilateral pleural thickening without active disease. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0036,"Doctor, report mostly normal hai kya confirm karo. Thoda simple Hinglish me samjhao.",R016,R013,R013|R004|R020|R010|R005,0,0,0.6916634273529053,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || No acute cardiopulmonary abnormality detected.,"Query: Doctor, report mostly normal hai kya confirm karo. Thoda simple Hinglish me samjhao. Symptoms ke basis par no acute abnormality ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, report mostly normal hai kya confirm karo. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0037,"Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Thoda simple Hinglish me samjhao.",R017,R002,R002|R017|R010|R008|R011,0,1,0.5493912323315938,"Left lower lobe consolidation is noted, suspicious for pneumonia.","Left lower lobe consolidation is noted, suspicious for pneumonia. || Dense right lower lobe consolidation with air bronchograms.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Left lower lobe consolidation is noted, suspicious for pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0038,Vascular congestion ka meaning simple me batao. halka symptoms hai kya? Report me 'congestion' mention hai kya?,R018,R003,R003|R018|R012|R005|R004,0,1,0.6786945148614737,Mild cardiomegaly with pulmonary vascular congestion.,Mild cardiomegaly with pulmonary vascular congestion. || Perihilar interstitial markings suggest mild congestion.,"Query: Vascular congestion ka meaning simple me batao. halka symptoms hai kya? Report me 'congestion' mention hai kya? Symptoms ke basis par chest condition ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Vascular congestion ka meaning simple me batao. halka symptoms hai kya? Report me 'congestion' mention hai kya? Available report evidence ke hisaab se: Mild cardiomegaly with pulmonary vascular congestion. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0039,"Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao.",R019,R019,R019|R002|R008|R007|R013,1,1,0.4951281629006068,"Small bibasal infiltrates, correlate clinically for infection.","Small bibasal infiltrates, correlate clinically for infection. || Left lower lobe consolidation is noted, suspicious for pneumonia.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao. Available report evidence ke hisaab se: Small bibasal infiltrates, correlate clinically for infection. Isliye explanation report-grounded hai.",0.6666666666666666,0.6666666666666666,1,1
S0040,"Doctor, right side chhati me pani bhar gaya hai kya? Report me 'pleural effusion' mention hai kya?",R020,R011,R011|R001|R010|R006|R020,0,1,0.7162275332670945,Moderate right pleural effusion with compressive atelectasis.,Moderate right pleural effusion with compressive atelectasis. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Doctor, right side chhati me pani bhar gaya hai kya? Report me 'pleural effusion' mention hai kya? Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, right side chhati me pani bhar gaya hai kya? Report me 'pleural effusion' mention hai kya? Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0041,Chest ke side me fluid jama hai kya please batao? right side me Report me 'pleural effusion' mention hai kya?,R001,R011,R011|R001|R010|R006|R020,0,1,0.7054583024978637,Moderate right pleural effusion with compressive atelectasis.,Moderate right pleural effusion with compressive atelectasis. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Chest ke side me fluid jama hai kya please batao? right side me Report me 'pleural effusion' mention hai kya? Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Chest ke side me fluid jama hai kya please batao? right side me Report me 'pleural effusion' mention hai kya? Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0042,"Doctor, consolidation ka matlab pneumonia hi hota hai kya? left side lung me Report me 'pneumonia' mention hai kya?",R002,R002,R002|R008|R010|R006|R014,1,1,0.754439696073532,"Left lower lobe consolidation is noted, suspicious for pneumonia.","Left lower lobe consolidation is noted, suspicious for pneumonia. || Patchy bilateral opacities consistent with multifocal pneumonia.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? left side lung me Report me 'pneumonia' mention hai kya? Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? left side lung me Report me 'pneumonia' mention hai kya? Available report evidence ke hisaab se: Left lower lobe consolidation is noted, suspicious for pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0043,Heart size badha hua lag raha hai kya report me? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao.,R003,R016,R016|R001|R003|R005|R004,0,1,0.4646705912288866,Heart size is normal. Lungs are clear.,Heart size is normal. Lungs are clear. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Heart size badha hua lag raha hai kya report me? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Heart size badha hua lag raha hai kya report me? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao. Available report evidence ke hisaab se: Heart size is normal. Isliye explanation report-grounded hai.,1.0,0.5,0,1
S0044,"Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R004,R004,R004|R013|R020|R010|R005,1,1,0.7724142503738404,No acute cardiopulmonary abnormality detected.,No acute cardiopulmonary abnormality detected. || Hyperinflated lungs; no acute infiltrate.,"Query: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: No acute cardiopulmonary abnormality detected. Isliye explanation report-grounded hai.",0.0,0.25,1,0
S0045,Atelectasis ka mention hai kya report me? Report me 'bibasilar' term ka matlab kya hai? Thoda simple Hinglish me samjhao.,R005,R005,R005|R011|R006|R014|R004,1,1,0.4095188868045807,Bibasilar atelectatic changes are seen.,Bibasilar atelectatic changes are seen. || Moderate right pleural effusion with compressive atelectasis.,"Query: Atelectasis ka mention hai kya report me? Report me 'bibasilar' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Symptoms ke basis par atelectasis ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Atelectasis ka mention hai kya report me? Report me 'bibasilar' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Bibasilar atelectatic changes are seen. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0046,"Doctor, right side chhati me pani bhar gaya hai kya? left side me Report me 'pleural effusion' mention hai kya? Aur 'adjacent' ka meaning bhi batao.",R006,R006,R006|R011|R001|R010|R020,1,1,0.6543407464027404,Small left pleural effusion with adjacent basal atelectasis.,Small left pleural effusion with adjacent basal atelectasis. || Moderate right pleural effusion with compressive atelectasis.,"Query: Doctor, right side chhati me pani bhar gaya hai kya? left side me Report me 'pleural effusion' mention hai kya? Aur 'adjacent' ka meaning bhi batao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, right side chhati me pani bhar gaya hai kya? left side me Report me 'pleural effusion' mention hai kya? Aur 'adjacent' ka meaning bhi batao. Available report evidence ke hisaab se: Small left pleural effusion with adjacent basal atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0047,Please explain: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? right side lung me Report me 'infiltrate' mention hai kya? Aur 'infiltrate' ka meaning bhi batao.,R007,R007,R007|R013|R019|R008|R016,1,1,0.5791748713254928,"Right upper lobe infiltrate, likely infective etiology.","Right upper lobe infiltrate, likely infective etiology. || Hyperinflated lungs; no acute infiltrate.","Query: Please explain: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? right side lung me Report me 'infiltrate' mention hai kya? Aur 'infiltrate' ka meaning bhi batao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Report ke hisaab se lungs me infection ya pneumonia lag raha hai kya? right side lung me Report me 'infiltrate' mention hai kya? Aur 'infiltrate' ka meaning bhi batao. Available report evidence ke hisaab se: Right upper lobe infiltrate, likely infective etiology. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0048,"Please explain: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'pneumonia' mention hai kya? Thoda simple Hinglish me samjhao.",R008,R002,R002|R008|R010|R017|R005,0,1,0.5773451848824819,"Left lower lobe consolidation is noted, suspicious for pneumonia.","Left lower lobe consolidation is noted, suspicious for pneumonia. || Patchy bilateral opacities consistent with multifocal pneumonia.","Query: Please explain: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'pneumonia' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'pneumonia' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Left lower lobe consolidation is noted, suspicious for pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0049,Heart size badha hua lag raha hai kya report me? condition halka hai kya? Report me 'cardiomediastinal' term ka matlab kya hai? Thoda simple Hinglish me samjhao.,R009,R016,R016|R001|R009|R005|R004,0,1,0.5397993612289429,Heart size is normal. Lungs are clear.,Heart size is normal. Lungs are clear. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Heart size badha hua lag raha hai kya report me? condition halka hai kya? Report me 'cardiomediastinal' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Heart size badha hua lag raha hai kya report me? condition halka hai kya? Report me 'cardiomediastinal' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Heart size is normal. Isliye explanation report-grounded hai.,1.0,0.5,0,1
S0050,Report me pleural effusion dikh raha hai kya? Report me 'consolidation' mention hai kya?,R010,R010,R010|R011|R006|R020|R001,1,1,0.8355812740325927,No focal consolidation or pleural effusion.,No focal consolidation or pleural effusion. || Moderate right pleural effusion with compressive atelectasis.,"Query: Report me pleural effusion dikh raha hai kya? Report me 'consolidation' mention hai kya? Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Report me pleural effusion dikh raha hai kya? Report me 'consolidation' mention hai kya? Available report evidence ke hisaab se: No focal consolidation or pleural effusion. Isliye explanation report-grounded hai.,0.5,1.0,1,0
S0051,"Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao.",R011,R011,R011|R001|R010|R006|R020,1,1,0.671258807182312,Moderate right pleural effusion with compressive atelectasis.,Moderate right pleural effusion with compressive atelectasis. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, right side chhati me pani bhar gaya hai kya? right side me medium level lag raha hai kya? Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0052,"Doctor, lungs me fluid overload ke signs dikh rahe hai kya? Thoda simple Hinglish me samjhao.",R012,R013,R013|R016|R005|R004|R003,0,0,0.3417960627873738,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || Heart size is normal. Lungs are clear.,"Query: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, lungs me fluid overload ke signs dikh rahe hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.0,0.0,1,1
S0053,"Please explain: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya?",R013,R013,R013|R004|R020|R010|R005,1,1,0.6955095811990591,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || No acute cardiopulmonary abnormality detected.,"Query: Please explain: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Symptoms ke basis par no acute abnormality ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Please explain: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0054,Lower lung thoda daba hua ya collapse type dikh raha hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao.,R014,R014,R014|R006|R002|R011|R017,1,1,0.549828962802887,"Left basilar opacity, could represent subsegmental atelectasis.","Left basilar opacity, could represent subsegmental atelectasis. || Small left pleural effusion with adjacent basal atelectasis.","Query: Lower lung thoda daba hua ya collapse type dikh raha hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Symptoms ke basis par atelectasis ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Lower lung thoda daba hua ya collapse type dikh raha hai kya? left side lower side pe Report me 'atelectasis' mention hai kya? Aur 'basilar' ka meaning bhi batao. Available report evidence ke hisaab se: Left basilar opacity, could represent subsegmental atelectasis. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0055,"Doctor, meri report ka simple Hinglish meaning batao please. Report me 'thickening' term ka matlab kya hai? Thoda simple Hinglish me samjhao.",R015,R015,R015|R005|R004|R003|R002,1,1,0.3117745977990767,Mild bilateral pleural thickening without active disease.,Mild bilateral pleural thickening without active disease. || Bibasilar atelectatic changes are seen.,"Query: Doctor, meri report ka simple Hinglish meaning batao please. Report me 'thickening' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Symptoms ke basis par chest condition ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, meri report ka simple Hinglish meaning batao please. Report me 'thickening' term ka matlab kya hai? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Mild bilateral pleural thickening without active disease. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0056,"Doctor, report mostly normal hai kya confirm karo.",R016,R013,R013|R004|R020|R010|R005,0,0,0.719441205130683,Hyperinflated lungs; no acute infiltrate.,Hyperinflated lungs; no acute infiltrate. || No acute cardiopulmonary abnormality detected.,"Query: Doctor, report mostly normal hai kya confirm karo. Symptoms ke basis par no acute abnormality ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, report mostly normal hai kya confirm karo. Available report evidence ke hisaab se: Hyperinflated lungs; no acute infiltrate. Isliye explanation report-grounded hai.",0.25,0.25,0,0
S0057,"Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Aur 'bronchograms' ka meaning bhi batao.",R017,R017,R017|R002|R010|R008|R011,1,1,0.6098230757496573,Dense right lower lobe consolidation with air bronchograms.,"Dense right lower lobe consolidation with air bronchograms. || Left lower lobe consolidation is noted, suspicious for pneumonia.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Aur 'bronchograms' ka meaning bhi batao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? right side lung me kaafi zyada hai kya? Report me 'consolidation' mention hai kya? Aur 'bronchograms' ka meaning bhi batao. Available report evidence ke hisaab se: Dense right lower lobe consolidation with air bronchograms. Isliye explanation report-grounded hai.",0.5,0.5,1,1
S0058,Vascular congestion ka meaning simple me batao. halka symptoms hai kya? Report me 'congestion' mention hai kya? Aur 'perihilar' ka meaning bhi batao.,R018,R003,R003|R018|R012|R005|R004,0,1,0.6151610088348388,Mild cardiomegaly with pulmonary vascular congestion.,Mild cardiomegaly with pulmonary vascular congestion. || Perihilar interstitial markings suggest mild congestion.,"Query: Vascular congestion ka meaning simple me batao. halka symptoms hai kya? Report me 'congestion' mention hai kya? Aur 'perihilar' ka meaning bhi batao. Symptoms ke basis par chest condition ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Vascular congestion ka meaning simple me batao. halka symptoms hai kya? Report me 'congestion' mention hai kya? Aur 'perihilar' ka meaning bhi batao. Available report evidence ke hisaab se: Mild cardiomegaly with pulmonary vascular congestion. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0059,"Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao.",R019,R019,R019|R002|R008|R007|R013,1,1,0.4951281629006068,"Small bibasal infiltrates, correlate clinically for infection.","Small bibasal infiltrates, correlate clinically for infection. || Left lower lobe consolidation is noted, suspicious for pneumonia.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, consolidation ka matlab pneumonia hi hota hai kya? dono side lung me Report me 'infiltrate' mention hai kya? Aur 'bibasal' ka meaning bhi batao. Available report evidence ke hisaab se: Small bibasal infiltrates, correlate clinically for infection. Isliye explanation report-grounded hai.",0.6666666666666666,0.6666666666666666,1,1
S0060,"Doctor, right side chhati me pani bhar gaya hai kya? Report me 'opacity' mention hai kya? Thoda simple Hinglish me samjhao.",R020,R007,R007|R020|R014|R011|R017,0,1,0.3559025257825851,"Right upper lobe infiltrate, likely infective etiology.","Right upper lobe infiltrate, likely infective etiology. || No pleural effusion, no pneumothorax, no focal opacity.","Query: Doctor, right side chhati me pani bhar gaya hai kya? Report me 'opacity' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, right side chhati me pani bhar gaya hai kya? Report me 'opacity' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Right upper lobe infiltrate, likely infective etiology. Isliye explanation report-grounded hai.",0.5,1.0,1,0
S0061,Report me pleural effusion dikh raha hai kya? right side me Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao.,R001,R011,R011|R001|R010|R006|R020,0,1,0.6961091053485869,Moderate right pleural effusion with compressive atelectasis.,Moderate right pleural effusion with compressive atelectasis. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Report me pleural effusion dikh raha hai kya? right side me Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao. Symptoms ke basis par pleural effusion ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Report me pleural effusion dikh raha hai kya? right side me Report me 'pleural effusion' mention hai kya? Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Moderate right pleural effusion with compressive atelectasis. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0062,"Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? left side lung me Report me 'consolidation' mention hai kya? Aur 'suspicious' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R002,R002,R002|R008|R010|R006|R014,1,1,0.8367270658016205,"Left lower lobe consolidation is noted, suspicious for pneumonia.","Left lower lobe consolidation is noted, suspicious for pneumonia. || Patchy bilateral opacities consistent with multifocal pneumonia.","Query: Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? left side lung me Report me 'consolidation' mention hai kya? Aur 'suspicious' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par pneumonia ka possibility lag sakta hai. infection-related symptoms possible, lekin bina report evidence final confirmation possible nahi hai.","Query: Mujhe khansi aur bukhar hai, kya pneumonia ho sakta hai? left side lung me Report me 'consolidation' mention hai kya? Aur 'suspicious' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: Left lower lobe consolidation is noted, suspicious for pneumonia. Isliye explanation report-grounded hai.",1.0,1.0,0,0
S0063,Kya cardiomegaly mention hai aur ye serious hai? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao.,R003,R003,R003|R001|R005|R004|R002,1,1,0.4705564852555592,Mild cardiomegaly with pulmonary vascular congestion.,Mild cardiomegaly with pulmonary vascular congestion. || Right-sided pleural effusion is present. Heart size is within normal limits.,"Query: Kya cardiomegaly mention hai aur ye serious hai? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.",Query: Kya cardiomegaly mention hai aur ye serious hai? condition halka hai kya? Report me 'cardiomegaly' mention hai kya? Aur 'cardiomegaly' ka meaning bhi batao. Available report evidence ke hisaab se: Mild cardiomegaly with pulmonary vascular congestion. Isliye explanation report-grounded hai.,1.0,1.0,0,0
S0064,"Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao.",R004,R004,R004|R013|R020|R010|R005,1,1,0.7724142503738404,No acute cardiopulmonary abnormality detected.,No acute cardiopulmonary abnormality detected. || Hyperinflated lungs; no acute infiltrate.,"Query: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Symptoms ke basis par cardiomegaly ka possibility lag sakta hai. clinical correlation advised, lekin bina report evidence final confirmation possible nahi hai.","Query: Doctor, report mostly normal hai kya confirm karo. Report me 'no acute' mention hai kya? Aur 'cardiopulmonary' ka meaning bhi batao. Thoda simple Hinglish me samjhao. Available report evidence ke hisaab se: No acute cardiopulmonary abnormality detected. Isliye explanation report-grounded hai.",0.0,0.25,1,0
